games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,moves.thisRepN,moves.thisTrialN,moves.thisN,moves.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,countdown_text.stopped,piece.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.595229624945205,8.682856082974467,8.682856082974467,11.626858874980826,11.711470915994141,11.711470915994141,,,,,,,
