practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.926183666975703,,,,,,,,,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857667000498623,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, -0.0022222222222222222, -0.024444444444444446, -0.05444444444444444, -0.08777777777777777, -0.11888888888888889, -0.15222222222222223, -0.1688888888888889, -0.17555555555555555, -0.18222222222222223, -0.19, -0.19666666666666666, -0.20333333333333334, -0.20666666666666667, -0.20666666666666667, -0.20666666666666667, -0.20666666666666667, -0.20777777777777778, -0.20777777777777778, -0.20777777777777778, -0.20777777777777778, -0.21777777777777776, -0.22111111111111112, -0.22555555555555556, -0.23, -0.23222222222222222, -0.23444444444444446, -0.23666666666666666, -0.24222222222222223, -0.25333333333333335, -0.27111111111111114, -0.3022222222222222, -0.33444444444444443, -0.36444444444444446, -0.3877777777777778, -0.3933333333333333, -0.39444444444444443, -0.3977777777777778, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.023333333333333334, 0.06111111111111111, 0.10666666666666667, 0.15444444444444444, 0.19444444444444445, 0.24222222222222223, 0.2722222222222222, 0.28444444444444444, 0.3, 0.31333333333333335, 0.3211111111111111, 0.3233333333333333, 0.3244444444444444, 0.3244444444444444, 0.3244444444444444, 0.3244444444444444, 0.32555555555555554, 0.32555555555555554, 0.32555555555555554, 0.32555555555555554, 0.31777777777777777, 0.31222222222222223, 0.30444444444444446, 0.29888888888888887, 0.29555555555555557, 0.29444444444444445, 0.29444444444444445, 0.29444444444444445, 0.29777777777777775, 0.29777777777777775, 0.2966666666666667, 0.2777777777777778, 0.25555555555555554, 0.24, 0.23222222222222222, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111, 0.2311111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017249997472390532, 0.0509093749569729, 0.10043141595087945, 0.14961937494808808, 0.19908108294475824, 0.2488129159901291, 0.2984464159817435, 0.3480611659470014, 0.3986239999649115, 0.4490926659782417, 0.500386040948797, 0.5505942079471424, 0.6013087499886751, 0.6521015829639509, 0.7021918749669567, 0.752274457947351, 0.8025464999955148, 0.8530439579626545, 0.9035524999490008, 0.9542693329858594, 1.0060433329781517, 1.0571777499862947, 1.1079215409699827, 1.1574823329574428, 1.2071846249746159, 1.2581723329494707, 1.3087150829960592, 1.358453875000123, 1.4078883329639211, 1.457783332967665, 1.508830082952045, 1.5590164159657434, 1.609608207945712, 1.659853499964811, 1.7103384579531848, 1.7615809999988414, 1.8147970829741098, 1.8670522079919465, 1.9201289999764413, 1.9738622079603374, 2.0270918749738485, 2.080290082958527, 2.133252040948719, 2.183942457952071, 2.234050582977943, 2.2840235409676097, 2.3349559159833007, 2.3850012079929, 2.4341054159449413, 2.4846095829852857, 2.5536324579734355, 2.605294707987923, 2.6569042079499923]",57.945084834005684,44.57324112497736,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017670417029876262,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005555555555555556, -0.09111111111111111, -0.18333333333333332, -0.2577777777777778, -0.2911111111111111, -0.31555555555555553, -0.3411111111111111, -0.37222222222222223, -0.4011111111111111, -0.4211111111111111, -0.44, -0.44222222222222224, -0.44222222222222224, -0.44222222222222224, -0.43666666666666665, -0.43222222222222223, -0.43222222222222223, -0.43222222222222223, -0.4311111111111111, -0.4311111111111111, -0.4311111111111111, -0.4311111111111111, -0.4311111111111111, -0.4311111111111111, -0.4311111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05444444444444444, 0.20666666666666667, 0.30777777777777776, 0.35777777777777775, 0.3711111111111111, 0.37333333333333335, 0.38, 0.3844444444444444, 0.39, 0.3977777777777778, 0.4077777777777778, 0.41, 0.41, 0.41, 0.4066666666666667, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444, 0.40444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001705419854260981, 0.05173875001491979, 0.1019068339955993, 0.1514503340004012, 0.20143116702092811, 0.2505475840298459, 0.3001060420065187, 0.35057545901509, 0.4010589169920422, 0.4519068750087172, 0.5020240420126356, 0.5523009590106085, 0.6025480839889497, 0.6526196670019999, 0.7031590000260621, 0.753453042008914, 0.8044525840086862, 0.8555555419879965, 0.9063835419947281, 0.9563655839883722, 1.0068411669926718, 1.057021624990739, 1.1104539590305649, 1.1604527090094052, 1.2104385000420734, 1.2601353339850903, 1.309654834039975, 1.3592323340126313, 1.4089066250016913, 1.4586777089862153, 1.508846667013131, 1.558031458989717]",70.56222249998245,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.68696166697191,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06784212501952425,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03, -0.07666666666666666, -0.1388888888888889, -0.22555555555555556, -0.2833333333333333, -0.2966666666666667, -0.3, -0.31555555555555553, -0.3622222222222222, -0.4033333333333333, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021111111111111112, 0.052222222222222225, 0.09444444444444444, 0.16, 0.19444444444444445, 0.2011111111111111, 0.20444444444444446, 0.21555555555555556, 0.23, 0.2411111111111111, 0.24333333333333335, 0.24333333333333335, 0.24333333333333335]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017883296823129058, 0.0512219580123201, 0.10080437501892447, 0.15030316699994728, 0.1996887919958681, 0.24949658301193267, 0.29941941698780283, 0.3493927500094287, 0.3995514999842271, 0.449590582982637, 0.5002197920111939, 0.5499447920010425, 0.5997791250119917, 0.6499806669889949, 0.6997807499719784, 0.7496915829833597, 0.7995601249858737, 0.8491346670198254, 0.8990772080142051, 0.9488830830086954, 0.9987123750033788, 1.0488560830126517, 1.099234749970492, 1.14918733300874, 1.1989925419911742, 1.249196624965407, 1.2992268750094809, 1.3487650419701822, 1.3989899170119315, 1.4495323749724776, 1.4991942920023575, 1.5485622080159374, 1.5979194579995237, 1.6473436249652877, 1.6979510000091977, 1.7481835419894196, 1.798188416985795, 1.8478503749938682, 1.897684625000693, 1.9471164169954136, 1.99747204198502, 2.0475130829727277, 2.0974205000093207, 2.1471735420054756, 2.1971727079944685, 2.2470641249674372, 2.2969437079736963, 2.3517672499874607, 2.401756541978102, 2.4519879579893313, 2.5024722919915803, 2.55279312498169, 2.6033191669848748, 2.6540678329765797, 2.704595082963351, 2.7546004579635337, 2.804669749981258, 2.854399750009179, 2.9049755000160076, 2.9545821250067092]",132.5805738340132,,,74.50884412496816,110.46246383397374,,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6264602090232,,,975774,001,2024-02-01_09h05.02.150,WythoffsHumanExp,2023.1.3,None,
