board_outline.started,box_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,773970,001,2023-09-27_13h10.43.268,WythoffsHumanExp,2023.1.3,None,
12.0623333749827,12.0623333749827,,,,,,,
