practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,518863,001,2024-01-24_15h48.44.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,518863,001,2024-01-24_15h48.44.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.703030458011199,,518863,001,2024-01-24_15h48.44.479,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.012418292055372149,,,,,,,
