board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,box_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,264004,001,2023-09-28_14h36.55.684,WythoffsHumanExp,2023.1.3,None,
14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,14.756912916025613,,,,,,,
