board_outline.started,box_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,237588,001,2023-09-27_13h07.36.201,WythoffsHumanExp,2023.1.3,None,
9.151878874981776,9.151878874981776,,,,,,,
