games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,11.97873575000267,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222]","[0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111, 0.2911111111111111]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017462500545661896, 0.04922787500254344, 0.09812441701069474, 0.14724816700618248, 0.19646775000728667, 0.24513391700747889, 0.29473512500408106, 0.3445110000029672, 0.39434083401283715]",0.01163779100170359,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,"[-0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.41, -0.41]","[0.41333333333333333, 0.41333333333333333, 0.41333333333333333, 0.41444444444444445, 0.41555555555555557, 0.41555555555555557, 0.4166666666666667]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.00036904199805576354, 0.05086520798795391, 0.10065362499153707, 0.15140241698827595, 0.20149045799917076, 0.2520064579875907, 0.3023440419929102]",0.02998512500198558,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,24.438190417000442,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.51, -0.5066666666666667, -0.4766666666666667, -0.45555555555555555, -0.44333333333333336, -0.43777777777777777, -0.43555555555555553, -0.43333333333333335, -0.43222222222222223, -0.43222222222222223, -0.4288888888888889, -0.42444444444444446, -0.4222222222222222, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.42, -0.42, -0.41888888888888887, -0.4177777777777778, -0.4177777777777778, -0.4166666666666667, -0.4166666666666667]","[0.3211111111111111, 0.3277777777777778, 0.3877777777777778, 0.41888888888888887, 0.43333333333333335, 0.43555555555555553, 0.42777777777777776, 0.42, 0.4166666666666667, 0.41555555555555557, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.41444444444444445, 0.4166666666666667, 0.4166666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00044004200026392937, 0.05189333400630858, 0.1026677500049118, 0.15300304201082326, 0.20336512500944082, 0.2533197090087924, 0.3031717920093797, 0.35328058400773443, 0.4030711670056917, 0.45248904199979734, 0.5025275420048274, 0.5522821250051493, 0.6022314170113532, 0.6519870840129443, 0.7013327500026207, 0.7523264590126928, 0.802207584012649, 0.8526997090084478, 0.9022835840005428, 0.9524463750130963, 1.0020904170087306, 1.0525295000115875, 1.1027504170051543]",0.043344832985894755,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,31.094996084008017,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,32.109693417005474,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,32.90066895900236,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,056594,001,2023-10-12_14h05.54.591,WythoffsHumanExp,2023.1.3,None,
