games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,9.778665874997387,,,,,,,,,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,0.03986879199874238,"[-0.03777777777777778, -0.03333333333333333, -0.02, -0.01888888888888889, -0.016666666666666666, -0.016666666666666666, -0.016666666666666666, -0.016666666666666666, -0.016666666666666666, -0.015555555555555555, -0.015555555555555555, -0.015555555555555555, -0.015555555555555555, -0.015555555555555555, -0.014444444444444444, -0.013333333333333334]","[0.37666666666666665, 0.3788888888888889, 0.3877777777777778, 0.39, 0.39111111111111113, 0.39222222222222225, 0.39222222222222225, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333, 0.3933333333333333, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39111111111111113, 0.39222222222222225]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0006141670019133016, 0.052512875001411885, 0.10474395799974445, 0.1561954169992532, 0.20721600000251783, 0.25807775000066613, 0.3079048750005313, 0.357306707999669, 0.40677183300067554, 0.4559827920020325, 0.5049951250002778, 0.5545018330012681, 0.6038271249999525, 0.6536227079996024, 0.7031622920003429, 0.7532512920006411]",,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,0.028157625001767883,"[0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.5733333333333334, 0.4488888888888889, 0.06666666666666667, -0.08888888888888889, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.11444444444444445, -0.14555555555555555, -0.30444444444444446, -0.3622222222222222, -0.37222222222222223, -0.37444444444444447, -0.37777777777777777, -0.3877777777777778, -0.3977777777777778, -0.4, -0.4011111111111111]","[0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.21888888888888888, 0.24444444444444444, 0.30333333333333334, 0.3322222222222222, 0.3433333333333333, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.35333333333333333, 0.4088888888888889, 0.4255555555555556, 0.42777777777777776, 0.42777777777777776, 0.42777777777777776, 0.4211111111111111, 0.41555555555555557, 0.41333333333333333, 0.41333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016895800217753276, 0.049261500000284286, 0.09777529100028914, 0.14707716600241838, 0.1955149999994319, 0.24416795800061664, 0.2930422909994377, 0.34163770799932536, 0.3909545410024293, 0.44041858300261083, 0.4901979999995092, 0.5404991249997693, 0.5913583330002439, 0.6413632500007225, 0.6925328750003246, 0.7424453750027169, 0.791743707999558, 0.8417302500020014, 0.8917250410013366, 0.9414952500010259, 0.9915795830020215, 1.042016125000373, 1.092192874999455, 1.1431241659993248, 1.1929166660011106, 1.2423499159995117, 1.292520582999714, 1.3420509160023357, 1.3927560000011]",,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,21.412250207999023,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,,[],[],[],[],[],[],,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,0.043133499999385094,"[-0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3977777777777778, -0.3988888888888889, -0.4011111111111111, -0.4022222222222222, -0.40444444444444444, -0.4066666666666667, -0.4111111111111111, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41444444444444445, -0.41555555555555557, -0.41555555555555557, -0.41555555555555557, -0.4111111111111111, -0.39555555555555555, -0.3711111111111111, -0.35333333333333333, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.3477777777777778, -0.35, -0.3522222222222222, -0.35333333333333333, -0.35888888888888887, -0.3622222222222222, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.36333333333333334, -0.3522222222222222, -0.33666666666666667, -0.33, -0.33, -0.3322222222222222, -0.35, -0.37777777777777777, -0.39555555555555555, -0.3977777777777778, -0.3977777777777778, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.39666666666666667, -0.3877777777777778, -0.37333333333333335, -0.36666666666666664, -0.3622222222222222, -0.36, -0.36]","[0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.4077777777777778, 0.39222222222222225, 0.3788888888888889, 0.37222222222222223, 0.37, 0.3688888888888889, 0.3711111111111111, 0.37666666666666665, 0.3844444444444444, 0.39111111111111113, 0.3933333333333333, 0.39444444444444443, 0.39111111111111113, 0.38555555555555554, 0.3711111111111111, 0.3522222222222222, 0.3377777777777778, 0.33, 0.3288888888888889, 0.32555555555555554, 0.32222222222222224, 0.32222222222222224, 0.3244444444444444, 0.3244444444444444, 0.3233333333333333, 0.32222222222222224, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.31666666666666665, 0.3088888888888889, 0.3011111111111111, 0.29777777777777775, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2877777777777778, 0.2866666666666667, 0.29, 0.2911111111111111, 0.29333333333333333, 0.30333333333333334, 0.3188888888888889, 0.3277777777777778, 0.3288888888888889, 0.33, 0.33, 0.33, 0.33, 0.33, 0.3244444444444444, 0.3111111111111111, 0.3022222222222222, 0.29555555555555557, 0.29333333333333333, 0.29333333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017404200116288848, 0.04953162500169128, 0.0979077080010029, 0.14700599999923725, 0.19597004200113588, 0.2450807499990333, 0.29427087500152993, 0.3429771670016635, 0.3916355420005857, 0.4407607499997539, 0.4898393750008836, 0.5392945419989701, 0.5896227080011158, 0.6396858750013052, 0.6896024169982411, 0.7399113749997923, 0.7893672499994864, 0.8394819169989205, 0.889643916998466, 0.9399022079996939, 0.9900645419984357, 1.0397064999997383, 1.089459082999383, 1.1395031669999298, 1.1896950420014036, 1.2397649999984424, 1.289948124998773, 1.339429542000289, 1.389431291998335, 1.4398136249983509, 1.4893342920004216, 1.5391519170007086, 1.589734083001531, 1.6398148330008553, 1.6895567079991451, 1.7397223330008273, 1.7899270000016259, 1.839779499998258, 1.8898673750009038, 1.939634999998816, 1.9895297920011217, 2.039614833000087, 2.089970832999825, 2.1400282079994213, 2.1896121249992575, 2.2392912920004164, 2.2886836670004413, 2.337988791998214, 2.387329791999946, 2.436877125001047, 2.486850000001141, 2.536480082999333, 2.5858478330010257, 2.634924082998623, 2.684334707999369, 2.735066207998898, 2.7861601670010714, 2.837949207998463, 2.889243624998926, 2.9405591249997087, 2.9922666249985923, 3.0419924579982762, 3.091762167001434, 3.1411390419998497, 3.1908627080010774, 3.240426625001419, 3.2905697919995873, 3.340702000001329, 3.3906232080007612, 3.4403170000005048, 3.4894590830008383, 3.5389109999996435, 3.588537291998364, 3.6391219580000325, 3.689354333000665, 3.7395309999992605, 3.7894821250010864, 3.839110000000801, 3.8898323329995037, 3.940248374998191]",,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,,,,,,,,0.017677250001725042,"[-0.4177777777777778, -0.4177777777777778, -0.4177777777777778, -0.4177777777777778]","[0.4066666666666667, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667]","[0, 0, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.00017087499873014167, 0.050623541999812005, 0.10170504199777497, 0.15245641699948465]",,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,36.61242949999723,,,072695,001,2023-10-06_16h32.44.692,WythoffsHumanExp,2023.1.3,None,
