games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,,189.61342204199173,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,2,0,2,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,213.68320783300442,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,2,0,2,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,234.8173598329886,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,241.25244908299646,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,2,0,2,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,3,0,3,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,283.36341804199037,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,292.75238537500263,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,302.2673205419851,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,322.6472575420048,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,759.7421110830037,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,760.637467624998,431241,001,2023-10-05_13h39.36.889,WythoffsHumanExp,2023.1.3,None,
