board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,left_arrow.started,up_arrow.started,up_left_arrow.started,box_3.started,text_3.started,box_4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,447892,001,2023-09-29_11h58.21.491,WythoffsHumanExp,2023.1.3,None,
9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,9.157227291998424,,,,,,,
