practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,blink_text.started,section_2_text.started,section_3_text.started,euclid_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.603852208994795,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005724999937228858,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012222222222222223, -0.20777777777777778, -0.29444444444444445, -0.35888888888888887, -0.3877777777777778, -0.4, -0.4, -0.4, -0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012222222222222223, 0.25333333333333335, 0.3188888888888889, 0.37, 0.3977777777777778, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017520796973258257, 0.05007545801345259, 0.0993284159922041, 0.14840641600312665, 0.19767804100411013, 0.2468322910135612, 0.2963426659698598, 0.3458762909867801, 0.3963115409715101, 0.4469813749892637, 0.496956916002091, 0.5474322499940172, 0.5969934159656987, 0.6473653750144877, 0.6966139579890296, 0.746443249983713, 0.796496124996338, 0.8467378749628551]",113.22615583403967,103.97387625003466,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647995903156698,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07444444444444444, -0.19111111111111112, -0.25333333333333335, -0.30333333333333334, -0.3411111111111111, -0.37333333333333335, -0.3933333333333333, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889, -0.3988888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10555555555555556, 0.21444444444444444, 0.2722222222222222, 0.33, 0.37333333333333335, 0.41444444444444445, 0.43444444444444447, 0.43555555555555553, 0.43555555555555553, 0.43555555555555553, 0.43555555555555553, 0.43555555555555553, 0.43555555555555553]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001710839569568634, 0.04943849996197969, 0.09895066695753485, 0.14893158397171646, 0.19936533394502476, 0.24945174995809793, 0.29914983396884054, 0.34901104198070243, 0.3987145839491859, 0.44852754194289446, 0.4984100839938037, 0.5484558749594726, 0.5997485419502482, 0.649277041957248, 0.6990532089839689, 0.7490125419571996, 0.799357624957338, 0.8497738749720156, 0.8998525419738144, 0.9505544589483179, 1.0002379169454798, 1.0498338749748655, 1.1001773339812644, 1.1509635839611292, 1.20127862499794, 1.2513232919736765, 1.3008704169769771, 1.3500027499976568, 1.3991575419786386, 1.449018791958224, 1.5004760419833474, 1.5499950419762172]",120.56249899999239,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3754309170181,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005882079713046551,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.024444444444444446, -0.27, -0.3877777777777778, -0.44555555555555554, -0.46444444444444444, -0.46555555555555556, -0.4622222222222222, -0.45555555555555555, -0.41333333333333333, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.24555555555555555, 0.3277777777777778, 0.37, 0.38555555555555554, 0.3888888888888889, 0.39555555555555555, 0.4022222222222222, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000166917045135051, 0.05021900002611801, 0.09967641701223329, 0.14946233405498788, 0.1986812090035528, 0.24790241703158244, 0.29727720899973065, 0.3477528340299614, 0.3978342500049621, 0.4482122090412304, 0.49795558402547613, 0.5480220000026748, 0.5988865840481594, 0.6491249590180814, 0.6993225840269588, 0.7492511669988744, 0.799182417045813, 0.8483882500440814, 0.8982072920189239, 0.9480780420126393]",175.6631570419995,,,123.15708237502258,156.1457604590105,176.4936325000017,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912006,2,2024-01-25_09h52.41.836,WythoffsHumanExp,2023.1.3,None,
