games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,281644,001,2023-10-12_15h09.12.951,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,281644,001,2023-10-12_15h09.12.951,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,40.175947791998624,,,,,,,,281644,001,2023-10-12_15h09.12.951,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.04046279200701974,"[-0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889]","[0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0001743749890010804, 0.048970791991450824, 0.09727412500069477, 0.1454755419981666, 0.19354812499659602, 0.24142245898838155, 0.2905799589934759]",,,,,,,
