games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,10.850712292001845,,,,,,,,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.25666666666666665, -0.31222222222222223, -0.36444444444444446, -0.39, -0.40444444444444444, -0.41555555555555557, -0.4211111111111111, -0.4211111111111111, -0.4211111111111111, -0.42, -0.42, -0.42, -0.41888888888888887, -0.41888888888888887, -0.41888888888888887, -0.41888888888888887, -0.4177777777777778, -0.4166666666666667, -0.41555555555555557, -0.41444444444444445, -0.41333333333333333, -0.4122222222222222, -0.41, -0.40555555555555556, -0.39444444444444443, -0.3788888888888889, -0.36777777777777776, -0.3622222222222222, -0.36, -0.36, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.35888888888888887, -0.3566666666666667, -0.3477777777777778, -0.3188888888888889, -0.29555555555555557, -0.2811111111111111, -0.2677777777777778, -0.2588888888888889, -0.25555555555555554, -0.25333333333333335, -0.2511111111111111, -0.24888888888888888, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778, -0.2477777777777778]","[0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.2966666666666667, 0.29777777777777775, 0.3211111111111111, 0.3466666666666667, 0.36333333333333334, 0.37555555555555553, 0.38555555555555554, 0.39555555555555555, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3977777777777778, 0.39444444444444443, 0.39111111111111113, 0.3877777777777778, 0.3844444444444444, 0.37777777777777777, 0.37222222222222223, 0.36777777777777776, 0.36333333333333334, 0.35444444444444445, 0.3411111111111111, 0.3233333333333333, 0.3055555555555556, 0.29555555555555557, 0.28888888888888886, 0.28555555555555556, 0.28444444444444444, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.2833333333333333, 0.28, 0.26222222222222225, 0.2111111111111111, 0.17888888888888888, 0.15444444444444444, 0.13666666666666666, 0.12777777777777777, 0.12666666666666668, 0.12666666666666668, 0.12444444444444444, 0.12222222222222222, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111, 0.12111111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017191599908983335, 0.05031750000125612, 0.09965324999939185, 0.14846037499955855, 0.19797699999980978, 0.24761458300054073, 0.29734520800047903, 0.34736570799941546, 0.39739995800118777, 0.44720220800081734, 0.4966874999990978, 0.5462804999988293, 0.5957797080009186, 0.6456785829977889, 0.695497290998901, 0.7463507909997134, 0.7961104999994859, 0.8458021250007732, 0.8953761250013486, 0.9452651249994233, 0.99565416599944, 1.0463892500010843, 1.0962245410009928, 1.1457395409997844, 1.1957067500006815, 1.245437875000789, 1.295414415999403, 1.3458645829996385, 1.3951448750012787, 1.444868624999799, 1.4938182910009346, 1.542965415999788, 1.591960082998412, 1.6409340829995926, 1.6900104160013143, 1.7393425000009302, 1.7886142079987621, 1.839516583000659, 1.8887165829983132, 1.9379137910000281, 1.9871907909982838, 2.0365214579978783, 2.085466832999373, 2.1346053749985003, 2.183571416000632, 2.2327988329998334, 2.2819364159986435, 2.3319043749979755, 2.3816051249996235, 2.4316855409997515, 2.481489458001306, 2.532078583000839, 2.5807051660012803, 2.630257041000732, 2.6800980000007257, 2.729620124999201, 2.779731415997958, 2.8301522910005588, 2.8798363329988206, 2.929861290998815, 2.979594125001313, 3.0294794159999583, 3.079398207999475, 3.129788207999809, 3.179428708001069, 3.2293882080011826, 3.279236333000881, 3.329450082997937, 3.379551250000077, 3.42973045799954, 3.4807650830007333, 3.5303729160004877, 3.5802721660002135, 3.6302255829978094, 3.6803371659989352, 3.73065141600091, 3.780103249999229, 3.8296933329984313, 3.8793194579993724, 3.929307375001372, 3.979179124999064, 4.029297500001121, 4.0804310829989845, 4.130308915999194, 4.1799688749997586, 4.229683458001091, 4.279604957999254, 4.330195999998978, 4.380993250000756, 4.430433582998376, 4.48044687500078, 4.530226082999434, 4.580172082998615, 4.630289875000017, 4.68112525000106, 4.730584749999252, 4.7804444579996925, 4.830305540999689, 4.880259000001388, 4.93002341600004, 4.981019750000996, 5.0306849160006095, 5.080118082998524, 5.130213500000536, 5.179918665999139, 5.230167124998843, 5.280118999999104, 5.330218999999488, 5.379808833000425, 5.429524957999092, 5.479255457998079, 5.529065665999951, 5.579244000000472, 5.62925979099964, 5.6789807499990275, 5.728286624998873, 5.777844707998156, 5.826857541000209, 5.876328999998805, 5.925722625001072, 5.975264541000797, 6.024632249998831, 6.073796000000584, 6.122796749998088, 6.1716949159999785, 6.220404832998611, 6.269250416000432, 6.318801707999228, 6.3681146659982915, 6.418000749999919, 6.468033707998984, 6.517261749999307, 6.567459207999491, 6.617210000000341, 6.666861624999001, 6.716823833001399, 6.767042166000465, 6.816622665999603, 6.86670199999935, 6.916485499998089, 6.9660457909994875, 7.016121749999002, 7.065960040999926, 7.115581040998222, 7.165239082998596, 7.2157718329981435, 7.26572783300071, 7.3160684579997906, 7.3671023749993765, 7.41686375000063, 7.466828290998819, 7.516618665998976, 7.566557665999426, 7.616600749999634, 7.666732124998816, 7.7170269999987795, 7.766710208001314, 7.81635654099955, 7.866146458000003, 7.915976625001349, 7.965977166000812, 8.016067874999862, 8.065954540998064, 8.115630374999455, 8.16492391599968, 8.215123291000054, 8.265461957998923, 8.31484837500102, 8.364932290998695, 8.414648291000049, 8.464876207999623, 8.51500812499944, 8.565485708000779, 8.614967499997874, 8.664654374999373, 8.714771540999209, 8.76510637499814, 8.815439750000223, 8.86568970799999, 8.91502812500039, 8.964854833000572, 9.014881791001244, 9.065004915999452, 9.115120582999225, 9.165372708001087, 9.21542804099954, 9.265144165998208, 9.314631249999366, 9.364970791000815, 9.414883000001282, 9.465007082999364, 9.515876999998, 9.565168207998795, 9.615125500000431, 9.665124499999365, 9.715024500001164, 9.765023290998215, 9.815789125001174, 9.865451958001358, 9.914665749998676, 9.964582207998319, 10.014694375000545, 10.064511624997976, 10.114775499998359, 10.164767540998582, 10.21461616599845, 10.264599124999222, 10.314970291001373, 10.366018249998888, 10.415978375000122, 10.466090375000931, 10.51592087500103, 10.565606249998382, 10.615768166000635, 10.665571749999799, 10.715607750000345, 10.765457124998647, 10.81566391600063, 10.8655104999998, 10.915468499999406, 10.965920874998119, 11.016152000000147, 11.065763708000304, 11.114970374997938, 11.164871958000731, 11.215013124998222, 11.265030291000585, 11.315219332998822, 11.36521270799858, 11.41503666599965, 11.464789416000713, 11.514929249999113, 11.565242374999798, 11.616220666001027, 11.66561533300046, 11.714635207998072, 11.764160957998683, 11.814144666001084, 11.864657082998747, 11.914994124999794, 11.964666957999725, 12.014370083001268, 12.063929915999324, 12.113666249999369, 12.163708457999746, 12.214147124999727, 12.264796999999817]",0.010322624999389518,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,"[-0.29555555555555557, -0.29777777777777775, -0.30777777777777776, -0.31222222222222223, -0.31444444444444447, -0.31666666666666665, -0.31666666666666665, -0.31444444444444447, -0.30777777777777776, -0.2866666666666667, -0.2677777777777778, -0.2577777777777778, -0.2544444444444444, -0.2511111111111111, -0.2477777777777778, -0.24555555555555555, -0.24555555555555555, -0.24555555555555555, -0.24555555555555555, -0.24666666666666667, -0.24666666666666667, -0.24666666666666667, -0.25555555555555554, -0.31222222222222223, -0.37777777777777777, -0.4066666666666667, -0.4166666666666667, -0.42, -0.4177777777777778, -0.4166666666666667]","[0.2111111111111111, 0.21666666666666667, 0.24555555555555555, 0.2611111111111111, 0.27444444444444444, 0.2911111111111111, 0.3011111111111111, 0.30333333333333334, 0.3011111111111111, 0.29444444444444445, 0.28555555555555556, 0.28, 0.2777777777777778, 0.27444444444444444, 0.27111111111111114, 0.27, 0.27, 0.27, 0.27, 0.27, 0.27, 0.27, 0.27555555555555555, 0.31222222222222223, 0.35555555555555557, 0.3788888888888889, 0.39222222222222225, 0.4011111111111111, 0.4033333333333333, 0.4033333333333333]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00038099999801488593, 0.05052462499952526, 0.10068424999917625, 0.15041845900123008, 0.20048508399850107, 0.2502575840007921, 0.29987679199984996, 0.3496712089981884, 0.39984779199949116, 0.4503279169985035, 0.500033791999158, 0.5504819169982511, 0.6008132499991916, 0.6509165839997877, 0.7007132090002415, 0.7501332499996352, 0.7993528750012047, 0.8495154589982121, 0.8999524589999055, 0.9491343339977902, 0.9987086250002903, 1.0495141249994049, 1.1000016250000044, 1.1499907500001427, 1.1998318750011094, 1.2503743749985006, 1.3004223339994496, 1.3500141250005981, 1.400563458999386, 1.4501325419987552]",0.004444499998498941,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,35.91460379199998,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.36444444444444446, -0.36444444444444446, -0.36444444444444446, -0.36444444444444446, -0.36444444444444446]","[0.28555555555555556, 0.28555555555555556, 0.28555555555555556, 0.28555555555555556, 0.28555555555555556]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.00018662500224309042, 0.04996995900000911, 0.09926695900139748, 0.15009733400074765, 0.20028075000300305]",0.00630049999745097,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,"[-0.41555555555555557, -0.41555555555555557, -0.41555555555555557, -0.41555555555555557]","[0.41, 0.41, 0.41, 0.41]","[0, 0, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.00018562499826657586, 0.05015983300108928, 0.10041895799804479, 0.15065483299986226]",0.017773415998817654,,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,45.161182333002216,,,224394,001,2023-10-06_16h29.15.215,WythoffsHumanExp,2023.1.3,None,
