trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.638017417019,12.563183624995872,13.603112500015413,14.590742208005395,672566,001,2023-09-22_10h45.44.388,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,15.588412167009665,18.09238537499914,19.1361310420034,20.127014291996602,672566,001,2023-09-22_10h45.44.388,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,21.120797542011132,27.480748041998595,28.483699708012864,29.517959958000574,672566,001,2023-09-22_10h45.44.388,WythoffsHumanExp,2023.1.3,None,
,,,,30.51401804201305,31.548610500001814,,,,,,,,,
