practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,608527,001,2024-01-24_15h47.34.172,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,608527,001,2024-01-24_15h47.34.172,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.566709625010844,,608527,001,2024-01-24_15h47.34.172,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.03397495800163597,,,,,,,
