games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,69.41938483298873,,,,,,,,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,,,,,,[],[],[],[],[],[],,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,,,,,,,,,"[-0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.052222222222222225, -0.08444444444444445, -0.15333333333333332, -0.23333333333333334, -0.25333333333333335, -0.2544444444444444, -0.2544444444444444, -0.2544444444444444, -0.2544444444444444, -0.2544444444444444, -0.2822222222222222, -0.33444444444444443, -0.3688888888888889, -0.39, -0.4, -0.4077777777777778, -0.4111111111111111, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.41333333333333333, -0.4122222222222222, -0.4122222222222222, -0.4122222222222222, -0.4111111111111111, -0.4111111111111111, -0.41, -0.41, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4077777777777778, -0.4066666666666667, -0.40444444444444444, -0.39666666666666667, -0.37222222222222223, -0.3477777777777778, -0.32555555555555554, -0.3088888888888889, -0.3011111111111111, -0.2966666666666667, -0.29555555555555557, -0.29333333333333333, -0.2911111111111111, -0.28888888888888886, -0.2877777777777778, -0.2866666666666667, -0.2866666666666667, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.2877777777777778, -0.29888888888888887, -0.36333333333333334, -0.4288888888888889, -0.4477777777777778, -0.4488888888888889, -0.4488888888888889, -0.4477777777777778, -0.44666666666666666, -0.44333333333333336, -0.43777777777777777, -0.4266666666666667, -0.4033333333333333, -0.3788888888888889, -0.36333333333333334, -0.35888888888888887, -0.35777777777777775, -0.35888888888888887, -0.3611111111111111, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222, -0.3622222222222222]","[0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.13777777777777778, 0.17888888888888888, 0.25333333333333335, 0.3433333333333333, 0.36, 0.3611111111111111, 0.3611111111111111, 0.3611111111111111, 0.3611111111111111, 0.3611111111111111, 0.37333333333333335, 0.3933333333333333, 0.41, 0.42333333333333334, 0.42777777777777776, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.4311111111111111, 0.43, 0.4288888888888889, 0.42777777777777776, 0.42444444444444446, 0.4211111111111111, 0.41888888888888887, 0.41444444444444445, 0.41, 0.4033333333333333, 0.3977777777777778, 0.3933333333333333, 0.38333333333333336, 0.36444444444444446, 0.3566666666666667, 0.3511111111111111, 0.3477777777777778, 0.3466666666666667, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34555555555555556, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.34444444444444444, 0.3477777777777778, 0.37777777777777777, 0.40555555555555556, 0.4222222222222222, 0.4266666666666667, 0.4266666666666667, 0.4266666666666667, 0.4255555555555556, 0.42444444444444446, 0.42, 0.4122222222222222, 0.39555555555555555, 0.37444444444444447, 0.35444444444444445, 0.3388888888888889, 0.3288888888888889, 0.32, 0.31444444444444447, 0.31222222222222223, 0.31222222222222223, 0.31222222222222223, 0.31222222222222223, 0.31222222222222223, 0.31222222222222223, 0.31222222222222223]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001707090123090893, 0.049107166996691376, 0.0983230420097243, 0.14732012499007396, 0.19646629199269228, 0.24511225000605918, 0.2937513339857105, 0.3423744589963462, 0.3922890840040054, 0.4423090839991346, 0.4936305420123972, 0.5443997090042103, 0.59378550000838, 0.6475234589888714, 0.6966298749903217, 0.7454187920084223, 0.7946991249918938, 0.8443808750016615, 0.89384291699389, 0.9438095839868765, 0.9936853339895606, 1.04360670899041, 1.0931877919938415, 1.1427474170050118, 1.1924320840043947, 1.2422658750147093, 1.292090917006135, 1.3418067499878816, 1.392081291996874, 1.4424513750127517, 1.4924027500092052, 1.5425085840106476, 1.5919507090002298, 1.6419939170009457, 1.6924862090090755, 1.7425147499889135, 1.792333499994129, 1.8426142089883797, 1.8921459589910228, 1.9425952919991687, 1.9924838340084534, 2.0430434999871068, 2.092843208985869, 2.1421670420095325, 2.1923352089943364, 2.241927625000244, 2.2923439999867696, 2.343022999993991, 2.3928323749860283, 2.442579750000732, 2.491685334010981, 2.5417316670063883, 2.5920899999910034, 2.6562767089926638, 2.707537667010911, 2.7583963749930263, 2.8090795839962084, 2.858988791995216, 2.908726958994521, 2.958676000009291, 3.007966667006258, 3.057480209012283, 3.107098209002288, 3.1565443339932244, 3.2059789590130094, 3.2556496250035707, 3.3050202500016894, 3.3539713750069495, 3.4026840000005905, 3.451536250009667, 3.5002832089958247, 3.54900541700772, 3.5977282089879736, 3.6467187500093132, 3.696020667004632, 3.745001333998516, 3.794358791987179, 3.8437586670042947, 3.8926905000116676, 3.941666083992459, 3.9916770420095418, 4.041082459007157, 4.090355333988555, 4.140153874992393, 4.189993417006917, 4.239489625004353, 4.288760374998674, 4.337785667012213, 4.38704129200778, 4.437018374999752, 4.48780733399326, 4.543744166992838, 4.593670709000435, 4.643367999990005, 4.693298250000225, 4.742446749994997, 4.792443334008567, 4.842683666996891, 4.892430000007153, 4.9428990420128684, 4.99312437500339, 5.042763750010636, 5.092256875010207, 5.142477042012615, 5.192520375014283, 5.243030667013954, 5.293080375005957, 5.342372959014028, 5.392339834012091, 5.44222058399464, 5.491882542002713, 5.541736125014722, 5.592638917005388, 5.642523958988022]",0.01685662497766316,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,2,0,2,0,,,,,,,,,,"[-0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.4, 0.4, 0.4]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.00017504199058748782, 0.050961125001776963, 0.10066612498485483]",0.0008515000226907432,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,86.67781745799584,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,,,,,,"[-0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5966666666666667, -0.5, -0.34444444444444444, -0.3088888888888889, -0.3055555555555556, -0.3055555555555556, -0.3055555555555556, -0.3055555555555556, -0.30333333333333334, -0.24555555555555555, -0.10888888888888888, -0.07, -0.06777777777777778, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.06666666666666667, -0.06888888888888889, -0.07333333333333333, -0.07777777777777778, -0.07777777777777778, -0.07666666666666666, -0.07222222222222222, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111, -0.07222222222222222, -0.07222222222222222, -0.07333333333333333, -0.07444444444444444, -0.07444444444444444, -0.07444444444444444, -0.07333333333333333, -0.07333333333333333, -0.07222222222222222, -0.07111111111111111, -0.07111111111111111, -0.07111111111111111]","[-0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, -0.02666666666666667, 0.01, 0.08, 0.10111111111111111, 0.10333333333333333, 0.10333333333333333, 0.10333333333333333, 0.10333333333333333, 0.10333333333333333, 0.1388888888888889, 0.22555555555555556, 0.25666666666666665, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.27111111111111114, 0.2877777777777778, 0.31, 0.32222222222222224, 0.3288888888888889, 0.33111111111111113, 0.3322222222222222, 0.3322222222222222, 0.3333333333333333, 0.33444444444444443, 0.33444444444444443, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33555555555555555, 0.33444444444444443, 0.3288888888888889, 0.3244444444444444, 0.3244444444444444, 0.3333333333333333, 0.35777777777777775, 0.38666666666666666, 0.4011111111111111, 0.40444444444444444, 0.40444444444444444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017683301120996475, 0.04936004101182334, 0.09845200000563636, 0.1473930409993045, 0.19638245800160803, 0.24581845800275914, 0.2954801660089288, 0.3459675000049174, 0.3952402080176398, 0.4448289580177516, 0.4944871659972705, 0.5442429160175379, 0.5939338330063038, 0.6438340409949888, 0.6935306660016067, 0.7448965410003439, 0.7946249160158914, 0.8445790410041809, 0.8945194580010138, 0.9446410000091419, 0.9944214159913827, 1.0439823750057258, 1.093746500002453, 1.143362666014582, 1.1937894159927964, 1.2449760409945156, 1.295285333006177, 1.34540029100026, 1.395217874989612, 1.4449563749949448, 1.4949238330009393, 1.5462717910122592, 1.596752290992299, 1.6470891250064597, 1.6972420410020277, 1.7475919580028858, 1.7970724159968086, 1.846662958007073, 1.8954550409980584, 1.9447309999959543, 1.9946460830105934, 2.0452677909925114, 2.0957919160136953, 2.1462000829924364, 2.196448416012572, 2.2467454159923363, 2.2968886659946293, 2.3470965000160504, 2.396696540992707, 2.446329833008349, 2.4963431250071153, 2.546343499998329, 2.596360583003843, 2.6465620000089984, 2.69645312501234, 2.7457515000132844, 2.7951689579931553, 2.8448252080124803, 2.89467166599934, 2.945263708010316, 2.9959081659908406, 3.046769750013482, 3.0969230410119053, 3.1467012079956476, 3.195923708000919, 3.2463529579981696, 3.2963848749932367, 3.3466704160091467, 3.396937333018286, 3.4467424160102382, 3.4956378749920987, 3.546085415990092]",0.04885354099678807,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,,,,,,"[-0.4955555555555556, -0.4955555555555556, -0.4955555555555556, -0.4955555555555556, -0.4955555555555556, -0.4955555555555556, -0.4955555555555556, -0.41444444444444445, -0.3288888888888889, -0.31555555555555553, -0.33, -0.3477777777777778, -0.35888888888888887, -0.3688888888888889, -0.38333333333333336, -0.3933333333333333, -0.4, -0.40555555555555556, -0.4077777777777778, -0.4088888888888889, -0.4088888888888889]","[0.043333333333333335, 0.043333333333333335, 0.043333333333333335, 0.043333333333333335, 0.043333333333333335, 0.043333333333333335, 0.043333333333333335, 0.11777777777777777, 0.20222222222222222, 0.2288888888888889, 0.2544444444444444, 0.2866666666666667, 0.33, 0.38333333333333336, 0.3988888888888889, 0.4011111111111111, 0.4033333333333333, 0.40555555555555556, 0.40555555555555556, 0.4066666666666667, 0.4066666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017116701928898692, 0.0494830830139108, 0.09818299999460578, 0.147414667007979, 0.19651266699656844, 0.24666087501100264, 0.29657158302143216, 0.3467595420079306, 0.39689587501925416, 0.4471782920008991, 0.4972139169985894, 0.5470672920055222, 0.5966987920110114, 0.6470202500058804, 0.6966203750052955, 0.7470120000070892, 0.797242875007214, 0.8472241669951472, 0.8967236670141574, 0.9473333329951856, 0.9975344580016099]",0.02510329202050343,,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,100.24506020799163,,,580734,001,2023-10-16_10h20.27.801,WythoffsHumanExp,2023.1.3,None,
