practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,298013,001,2024-01-24_16h05.13.760,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,298013,001,2024-01-24_16h05.13.760,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.315206833998673,,298013,001,2024-01-24_16h05.13.760,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.00512962497305125,,,,,,,
