board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,864958,001,2023-09-27_13h56.00.223,WythoffsHumanExp,2023.1.3,None,
10.642135083966423,10.642135083966423,10.642135083966423,10.642135083966423,10.642135083966423,,,,,,,
