games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,343812,001,2023-10-03_11h41.48.017,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,343812,001,2023-10-03_11h41.48.017,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,12.014477666001767,343812,001,2023-10-03_11h41.48.017,WythoffsHumanExp,2023.1.3,None,
