games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.136745124997105,8.136745124997105,8.136745124997105,11.122204999963287,11.122204999963287,11.713665415998548,,,,,,,
