trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.220300082990434,9.887397832993884,10.904814666020684,11.908078957989346,960832,001,2023-08-29_15h08.18.068,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,12.908240874996409,18.219321791024413,19.311086957983207,20.326217415975407,960832,001,2023-08-29_15h08.18.068,WythoffsHumanExp,2023.1.3,None,
