board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,505901,001,2023-09-27_14h02.26.679,WythoffsHumanExp,2023.1.3,None,
9.754724874976091,9.754724874976091,9.754724874976091,9.754724874976091,9.754724874976091,9.754724874976091,10.823376333981287,,,,,,,
