games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,moves.thisRepN,moves.thisTrialN,moves.thisN,moves.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8.549997624999378,8.549997624999378,8.549997624999378,11.551734209002461,11.551734209002461,13.285396166960709,14.300663709000219,15.573549666965846,336485,001,2023-09-25_12h43.13.454,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,16.555714249960147,16.555714249960147,17.285051584010944,,,,,,,,,
