games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,270150,001,2023-10-06_12h30.19.749,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,270150,001,2023-10-06_12h30.19.749,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.264699291999932,,,,,,,,,270150,001,2023-10-06_12h30.19.749,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,0.03506804199969338,"[-0.14888888888888888, -0.14888888888888888, -0.12555555555555556, -0.11222222222222222, -0.09444444444444444, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.0811111111111111, -0.08888888888888889, -0.09111111111111111, -0.11444444444444445, -0.17666666666666667, -0.21777777777777776, -0.23333333333333334, -0.27111111111111114, -0.3022222222222222, -0.3022222222222222, -0.30333333333333334, -0.31777777777777777, -0.35777777777777775, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.3655555555555556, -0.36444444444444446, -0.36333333333333334, -0.3566666666666667, -0.35333333333333333, -0.26222222222222225, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333]","[0.024444444444444446, 0.027777777777777776, 0.08777777777777777, 0.10666666666666667, 0.12111111111111111, 0.13, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.13111111111111112, 0.15777777777777777, 0.16111111111111112, 0.16666666666666666, 0.17555555555555555, 0.1811111111111111, 0.18444444444444444, 0.18666666666666668, 0.19, 0.19, 0.19, 0.19, 0.18777777777777777, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18666666666666668, 0.18555555555555556, 0.18333333333333332, 0.18333333333333332, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017758300054993015, 0.05014800000026298, 0.10180170800049382, 0.15167829200072447, 0.20150316699982795, 0.25114600000051723, 0.30167316700135416, 0.35118791700006113, 0.4000700830001733, 0.4494974999997794, 0.49876620800023375, 0.5476447080000071, 0.5970595830003731, 0.6466686670009949, 0.6964332919997105, 0.7472356250000303, 0.7966635829998268, 0.846190000000206, 0.896024417001172, 0.9458031249996566, 0.9956133329997101, 1.04485166700033, 1.0945630420010275, 1.144088750001174, 1.1940103329998237, 1.2442699170005653, 1.2937094580011035, 1.3440552499996556, 1.3941607500000828, 1.4435807919999206, 1.4932481670002744, 1.5427158330003294, 1.5922606670010282, 1.641876208001122, 1.6918164170001546, 1.7419920000011189, 1.791815750000751, 1.8414896249996673, 1.8910878330007108, 1.9409454169999663, 1.9908832080000138, 2.0405972500011558, 2.090488792000542, 2.1396099169996887, 2.188858749999781, 2.238124167000933, 2.287301000000298, 2.3364440420009487, 2.385322583000743, 2.4343139169995993, 2.483353375000661, 2.532335583000531, 2.5814952500004438, 2.6305917500012583, 2.679742708000049, 2.728721208000934, 2.777569083000344, 2.826445542001238, 2.8762040420006088, 2.9262820830008422, 2.976148292000289, 3.02564191700003, 3.0759967080011847, 3.1261925830003747, 3.17649800000072, 3.227717792000476, 3.2780193329999747, 3.3279441249997035, 3.377233332999822, 3.426848291999704, 3.476706125000419, 3.52648733299975, 3.5773281250003492, 3.626843416999691, 3.6764366250008607, 3.726336292000269, 3.7761134170013975, 3.825892875000136, 3.875935042000492, 3.9255653750005877, 3.975145833001079, 4.024659167000209, 4.074498042000414, 4.124413999999888, 4.174369333000868, 4.2252078330002405, 4.274860333000106, 4.324775667000722, 4.374548292000327, 4.425891124999907, 4.476022917000591, 4.52630366700032, 4.576230958000451]",,270150,001,2023-10-06_12h30.19.749,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,1,0,1,0,,0.04528795800069929,"[-0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.22333333333333333, -0.24222222222222223, -0.2544444444444444, -0.2911111111111111, -0.3088888888888889, -0.3277777777777778, -0.33555555555555555, -0.36777777777777776, -0.3788888888888889, -0.39111111111111113, -0.3933333333333333, -0.3933333333333333, -0.3933333333333333]","[0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.18777777777777777, 0.20444444444444446, 0.26666666666666666, 0.33111111111111113, 0.36, 0.37666666666666665, 0.3788888888888889, 0.39111111111111113, 0.39666666666666667, 0.4, 0.4011111111111111, 0.4011111111111111, 0.4011111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00016608299847575836, 0.048887582999668666, 0.09731887499947334, 0.14643279199844983, 0.19489441699988674, 0.2432419579999987, 0.2920125000000553, 0.3415172499990149, 0.39084187499975087, 0.4404160829999455, 0.48922175000006973, 0.5382110419996025, 0.5877017080001679, 0.6361908749986469, 0.6846593749996828, 0.7331601249989035, 0.7814125829991099, 0.8299796669998614, 0.8785309999984747, 0.9272202920001291, 0.9764410829993722, 1.0255965420001303, 1.0749287079997885, 1.1243827499984036, 1.1745727919987985, 1.2237419169996429, 1.2724003329985862, 1.3209285419998196, 1.3697345000000496, 1.4183297499985201, 1.4666479169991362, 1.5149077499991108, 1.5633202499993786, 1.6117096669986495, 1.6601370829994266, 1.7097974579992297, 1.7589253329988424, 1.8082955829995626, 1.8574749169983988, 1.9062051249984506, 1.9549156249995576, 2.0037463329990715, 2.05169529199884, 2.1004430829998455, 2.149222791998909, 2.19765599999846, 2.2458917919993837, 2.294340624999677, 2.3429814999999508, 2.3922233749999577, 2.4414694999995845, 2.4908606249991863, 2.5403652079985477, 2.589263416999529, 2.637699957998848, 2.686151791998782, 2.73455733299852, 2.7828422499987937, 2.831256166999083, 2.879950624999765, 2.928516582998782, 2.9770006669987197, 3.0262098329985747, 3.077474457999415, 3.1283359169992764, 3.178661416999603, 3.2279696249988774, 3.2773072919990227, 3.326020417000109, 3.3757467919986084, 3.425405291998686, 3.475485375000062, 3.5258535829998436, 3.5759536669993395, 3.6257165419992816, 3.6760299170000508, 3.7260645419992215, 3.7762590419988555, 3.8265074999999342, 3.8760759580000013, 3.9262333329988905, 3.9756283329988946]",,270150,001,2023-10-06_12h30.19.749,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,28.661930709000444,,,,,,,
