practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,section_0_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,657295,001,2024-01-23_16h51.16.488,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,657295,001,2024-01-23_16h51.16.488,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,11.44494241697248,,657295,001,2024-01-23_16h51.16.488,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,0.04403887502849102,,,,,,,
