board_outline.started,box_1.started,text_1.started,arrow.started,box_2.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,839054,001,2023-09-27_14h05.11.207,WythoffsHumanExp,2023.1.3,None,
10.110533375001978,10.110533375001978,10.110533375001978,10.110533375001978,10.110533375001978,10.110533375001978,,,,,,,
