games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,section_1_text.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,status_text.started,recall_text.started,section_2_text.started,section_3_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,10.414806457993109,,,,,,,,,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"[-0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333, -0.4033333333333333]","[0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0001702080189716071, 0.04950033299974166, 0.09869050001725554, 0.14827895801863633, 0.19848554200143553]",0.0012420409766491503,18.466670166992117,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,"[-0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.31, -0.35, -0.3811111111111111, -0.39222222222222225, -0.39666666666666667, -0.3977777777777778, -0.3977777777777778, -0.3988888888888889, -0.4]","[0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.12555555555555556, 0.07555555555555556, 0.02666666666666667, -0.0011111111111111111, -0.008888888888888889, -0.01, -0.006666666666666667, -0.0033333333333333335, -0.0022222222222222222, -0.0022222222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017854198813438416, 0.04947879200335592, 0.09895262500504032, 0.1477545829839073, 0.19658124999841675, 0.2455031669815071, 0.2942779999866616, 0.34332787498715334, 0.39281424999353476, 0.44220954200136475, 0.49198858300223947, 0.5423669169831555, 0.5918034999922384, 0.6413224579882808, 0.6905766669951845, 0.7401839169906452, 0.7895603329816367, 0.8386712079809513, 0.8888919169839937, 0.9383909169991966, 0.9933212079922669, 1.044158625009004, 1.097275542007992, 1.1469168750045355, 1.1965714579855558, 1.246372416993836, 1.2960905419895425, 1.3462325419823173, 1.3963319169997703]",0.02576408302411437,28.016024000011384,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.52455629198812,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.448338624992175,,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.722833625011845,366097,001,2023-10-16_14h16.37.506,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24, -0.24]","[0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889, 0.3988888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00018591599655337632, 0.05000833299709484, 0.09949608301394619, 0.1487970000016503, 0.19838662500842474, 0.24871733301552013, 0.2978517080191523, 0.34758525001234375, 0.39731387500069104, 0.4471832500130404]",0.04460583400214091,76.59345949999988,,,,,,,,,,
