practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,imagine_text.started,section_2_text.started,section_3_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1063470000081,,,,,,,,,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013559999992139637,[],[],[],[],[],[],58.49411262500507,50.90208841700223,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012058708001859486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.028888888888888888, -0.08666666666666667, -0.13333333333333333, -0.15222222222222223, -0.15555555555555556, -0.15555555555555556, -0.15555555555555556, -0.15555555555555556, -0.15555555555555556, -0.15555555555555556, -0.15555555555555556, -0.16444444444444445, -0.22111111111111112, -0.2833333333333333, -0.3055555555555556, -0.31444444444444447, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.31555555555555553, -0.3188888888888889, -0.33, -0.3433333333333333, -0.35555555555555557, -0.36333333333333334, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.36777777777777776, -0.3688888888888889, -0.37, -0.37, -0.3711111111111111, -0.3711111111111111, -0.3711111111111111, -0.3711111111111111, -0.3711111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021111111111111112, 0.07666666666666666, 0.12222222222222222, 0.14444444444444443, 0.14888888888888888, 0.14888888888888888, 0.14888888888888888, 0.14888888888888888, 0.14888888888888888, 0.14888888888888888, 0.14888888888888888, 0.15222222222222223, 0.20555555555555555, 0.2866666666666667, 0.3111111111111111, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.3188888888888889, 0.32, 0.32555555555555554, 0.33111111111111113, 0.33555555555555555, 0.33666666666666667, 0.3377777777777778, 0.3377777777777778, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.33666666666666667, 0.3411111111111111, 0.3477777777777778, 0.35444444444444445, 0.3655555555555556, 0.3788888888888889, 0.3888888888888889, 0.39444444444444443, 0.3988888888888889, 0.3988888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00017616600962355733, 0.04925366600218695, 0.09876962500857189, 0.14805037500627805, 0.19753316600690596, 0.24676525000541005, 0.29592812500777654, 0.34480554101173766, 0.3938610410114052, 0.44265287500456907, 0.49168620799900964, 0.540119750003214, 0.5891109160002088, 0.6381902499997523, 0.6869580409984337, 0.7358608330105199, 0.7852360830001999, 0.8347287080105161, 0.8841197080037091, 0.9335462080052821, 0.982914250009344, 1.0322224580013426, 1.0814803329994902, 1.130976375003229, 1.1802006660000188, 1.2302181249979185, 1.2799462910043076, 1.3303749160113512, 1.3807236660068156, 1.4307074160024058, 1.4810736250074115, 1.5307496660097968, 1.580987332999939, 1.6310321659984766, 1.6804232499998761, 1.7299079160002293, 1.7793990409991238, 1.8292456250055693, 1.8785877080081264, 1.9280457080021733, 1.9778429580037482, 2.0276553750009043, 2.0772593330038944, 2.1266671659977874, 2.1762932910060044, 2.225867625005776, 2.2756571659992915, 2.3249445000110427, 2.3740300409990596, 2.422659208008554, 2.4717073750070995, 2.5203962910018163, 2.5688367080001626, 2.6176591660041595, 2.6660342500108527, 2.7154267910082126, 2.764837291004369, 2.8145132909994572, 2.863921500000288, 2.9132380000082776, 2.9624170410097577, 3.011299625009997, 3.060042458004318, 3.1088966250099475, 3.157574041004409, 3.206871875008801, 3.2553625410073437, 3.3040543750103097, 3.3528207080089487, 3.401702290997491, 3.450787624999066, 3.5003279160009697, 3.5497355830011657, 3.5999922909977613, 3.649871208006516, 3.6994216660095844, 3.7489659580023726, 3.7988020409975434, 3.849363458008156, 3.899332333006896]",70.36102441699768,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.60502970899688,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0.00060299999313429,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014444444444444444, -0.06333333333333334, -0.1, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.12666666666666668, -0.25666666666666665, -0.33, -0.34444444444444444, -0.34444444444444444, -0.34444444444444444, -0.34444444444444444, -0.34444444444444444, -0.34444444444444444, -0.36, -0.3877777777777778, -0.4011111111111111, -0.4033333333333333, -0.40555555555555556, -0.4077777777777778, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889, -0.4088888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.034444444444444444, 0.06666666666666667, 0.07222222222222222, 0.07222222222222222, 0.07222222222222222, 0.07222222222222222, 0.07222222222222222, 0.07222222222222222, 0.07777777777777778, 0.12777777777777777, 0.16666666666666666, 0.17666666666666667, 0.17777777777777778, 0.17777777777777778, 0.17777777777777778, 0.17777777777777778, 0.17777777777777778, 0.18777777777777777, 0.20777777777777778, 0.21777777777777776, 0.22111111111111112, 0.22333333333333333, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556, 0.22555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001924579992191866, 0.05009666598925833, 0.09899524999491405, 0.14820133299508598, 0.19710158299130853, 0.2465751249983441, 0.2959533749963157, 0.34558204100176226, 0.39530716599256266, 0.4450025830010418, 0.4948597499897005, 0.5443446249992121, 0.5944615829939721, 0.6446091659890953, 0.694548624989693, 0.7451227079873206, 0.794958874990698, 0.8448679159919266, 0.8943449159996817, 0.9437046659877524, 0.992601249992731, 1.0420515829900978, 1.09170845799963, 1.1419278749963269, 1.1917274159932276, 1.241166207997594, 1.289790874987375, 1.3382919579889858, 1.387359499989543, 1.4359593330009375, 1.4850030410016188, 1.5345178749994375, 1.5840010829997482, 1.6336147080000956, 1.6829709579906194, 1.7320474579901202, 1.7811025830014842, 1.8302009999897564, 1.8797465409879806, 1.9294074579956941, 1.9795130829879781, 2.02897824998945, 2.078406125001493, 2.128029624989722, 2.1776955829991493, 2.227327249987866, 2.276635874994099, 2.325818415993126, 2.3752969579945784, 2.4244009999965783, 2.4731314579985337, 2.5220871249912307, 2.5706591659982223, 2.619676290996722, 2.66877929099428, 2.71768187500129, 2.7667176249960903, 2.8159729579929262, 2.8652202499943087, 2.9144374999887077, 2.963576957990881, 3.0128264160011895, 3.0624278749892255, 3.112515249988064, 3.162235707990476, 3.2131080830004066, 3.2623508329998003, 3.312141124988557, 3.361767999987933, 3.4125058749923483, 3.462904874992091]",162.61232066700177,,,74.069188709007,99.40386679199582,122.9213875419955,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,0.000603374995989725,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.005555555555555556, -0.042222222222222223, -0.1111111111111111, -0.13, -0.13333333333333333, -0.13333333333333333, -0.13333333333333333, -0.13333333333333333, -0.13333333333333333, -0.13333333333333333, -0.17222222222222222, -0.24222222222222223, -0.27, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.27555555555555555, -0.3322222222222222, -0.40555555555555556, -0.42333333333333334, -0.42444444444444446, -0.42444444444444446, -0.42444444444444446, -0.42444444444444446, -0.42444444444444446, -0.42, -0.41333333333333333, -0.4111111111111111, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41, -0.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011111111111111111, 0.021111111111111112, 0.07, 0.08555555555555555, 0.08777777777777777, 0.08777777777777777, 0.08777777777777777, 0.08777777777777777, 0.08777777777777777, 0.08777777777777777, 0.13111111111111112, 0.2511111111111111, 0.29888888888888887, 0.30777777777777776, 0.30777777777777776, 0.30777777777777776, 0.30777777777777776, 0.30777777777777776, 0.30777777777777776, 0.30777777777777776, 0.3511111111111111, 0.41444444444444445, 0.4288888888888889, 0.43, 0.43, 0.43, 0.4288888888888889, 0.42777777777777776, 0.4211111111111111, 0.41333333333333333, 0.4111111111111111, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111, 0.4111111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020645800395868719, 0.05083829100476578, 0.09991508300299756, 0.14857345800555777, 0.19715716599603184, 0.24649154099461157, 0.29619287500099745, 0.3459205830004066, 0.39577166599337943, 0.4460045000014361, 0.4955448330001673, 0.5452317080053035, 0.5953642499953276, 0.6452959159942111, 0.6954730409925105, 0.7458257499965839, 0.7958015829935903, 0.8458385410049232, 0.8952369579928927, 0.944888665995677, 0.9945171659928747, 1.0439280830032658, 1.093079582991777, 1.1424298749916488, 1.1919064579997212, 1.241469208005583, 1.2909995410009287, 1.3400552910024999, 1.3885352079960285, 1.436862457994721, 1.4855277500028023, 1.5341711249930086, 1.5831934159941738, 1.6326932910014875, 1.682072583003901, 1.7315072500059614, 1.7811547500023153, 1.8304373749997467, 1.8801185000047553, 1.9301157080044504, 1.9800449579925044, 2.030410291001317, 2.080416458004038, 2.1300856250018114, 2.1812682500021765, 2.230315666005481, 2.279870957994717, 2.329450207995251, 2.378953708001063, 2.42882895799994, 2.4789545829989947, 2.528477457992267, 2.577746291004587, 2.627078582998365, 2.6773762079974404, 2.7298436660057632, 2.7807557079941034, 2.830245165998349, 2.8805613330041524, 2.930134458001703, 2.9792753329966217, 3.029270707993419, 3.079869041001075, 3.1294909580028616, 3.1786132080014795, 3.2281911659956677, 3.2775446659943555, 3.327296999996179, 3.3769856250000885, 3.426723041004152, 3.4756251249928027, 3.523934625001857, 3.572524000002886, 3.621266457994352, 3.6748519579996355, 3.724537957998109, 3.7743591250036843, 3.8242947079997975, 3.8732650829915656, 3.9219790829956764, 3.9709297499939566, 4.019997915995191, 4.069124957997701, 4.117560124999727, 4.166051499996684, 4.21481112499896, 4.263348790991586, 4.31238558300538, 4.36168295799871, 4.411032165997312, 4.460496375002549, 4.5095929999952205, 4.558415915991645, 4.607257041003322, 4.6564394580054795, 4.705309665994719, 4.753991374993348, 4.802938833003282, 4.851568041005521, 4.900273040999309, 4.948638707995997, 4.997699333005585, 5.0473417500033975, 5.096683041003416, 5.145428000003449, 5.194545624995953, 5.243254957997124]",215.17702733400802,,,,,,,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.40213533400674,0,0,2024-01-09_15h03.57.254,WythoffsHumanExp,2023.1.3,None,
