trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.370451291993959,8.370451291993959,12.860702834004769,13.866421749989968,15.12405983399367,380655,001,2023-09-22_12h51.34.029,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,16.137789041997166,16.137789041997166,21.289306416991167,22.29265995899914,23.551558916980866,380655,001,2023-09-22_12h51.34.029,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,24.555728958977852,24.555728958977852,27.01991000000271,28.027931666991208,29.29917812498752,380655,001,2023-09-22_12h51.34.029,WythoffsHumanExp,2023.1.3,None,
,,,,30.309193333989242,30.309193333989242,30.78873274999205,,,,,,,,,
