trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.525057249993552,8.525057249993552,8.525057249993552,11.516668750031386,12.79528224997921,,,,382797,001,2023-09-25_11h04.22.306,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,33.39483674999792,34.67527624999639,13.786589167022612,13.786589167022612,32.39503675000742,382797,001,2023-09-25_11h04.22.306,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,38.66683295898838,39.903528375027236,35.65339925000444,35.65339925000444,37.63877679198049,382797,001,2023-09-25_11h04.22.306,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,40.89500000001863,40.89500000001863,41.3197707090294,,,,,,,
