trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,piece.started,text.started,moving_piece.started,npc.started,moving_npc.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.316172249993542,8.316172249993542,11.068900582991773,12.08101200000965,13.345732082991162,969632,001,2023-09-22_12h48.13.623,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,14.350371667009313,14.350371667009313,15.446275750000495,16.490637292008614,17.70080200000666,969632,001,2023-09-22_12h48.13.623,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,18.707131917006336,18.707131917006336,19.765782375005074,20.775444792001508,22.03818566701375,969632,001,2023-09-22_12h48.13.623,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,23.039653874991927,23.039653874991927,24.57851562500582,25.58724737499142,26.8419840419956,969632,001,2023-09-22_12h48.13.623,WythoffsHumanExp,2023.1.3,None,
