trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.553202332986984,8.553202332986984,8.553202332986984,11.56425166700501,11.56425166700501,12.383058167004492,,,,,,,
