games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,698166,001,2023-10-03_11h48.57.159,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,698166,001,2023-10-03_11h48.57.159,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,410.62177637599234,698166,001,2023-10-03_11h48.57.159,WythoffsHumanExp,2023.1.3,None,
