trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,countdown_text.started,blue_piece.started,red_piece.started,npc.started,moving_npc.started,piece.started,text.started,moving_piece.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.361144208000042,8.361144208000042,8.361144208000042,11.369634083006531,12.633871791011188,,,,561832,001,2023-09-25_11h01.29.031,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,13.646766415971797,13.646766415971797,15.242907000007108,,,,,,,
