games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,status_text.started,recall_text.started,section_2_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.65238112499992,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
0,0,0,0,,,,,,17.36366166699986,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
1,0,1,0,,,,,,44.37844970800006,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
2,0,2,0,,,,,,67.66201616700005,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
3,0,3,0,,,,,,79.57459779199985,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
4,0,4,0,,,,,,94.10514891699995,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
5,0,5,0,,,,,,107.25969129199984,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
6,0,6,0,,,,,,120.08168129199998,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
7,0,7,0,,,,,,128.06690579199994,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
8,0,8,0,,,,,,136.68187799999987,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,0,0,0,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,1,0,1,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,2,0,2,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,3,0,3,0,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
9,0,9,0,,,,,,160.72918033299993,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,163.43122112499987,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,168.35652549999986,451885,001,2023-10-05_15h02.23.203,WythoffsHumanExp,2023.1.3,None,
