games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,629959,001,2023-09-29_14h56.53.700,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,629959,001,2023-09-29_14h56.53.700,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.810529458998644,629959,001,2023-09-29_14h56.53.700,WythoffsHumanExp,2023.1.3,None,
