games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,section_1_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,943614,001,2023-09-29_15h45.11.041,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,943614,001,2023-09-29_15h45.11.041,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,10.467371874998207,943614,001,2023-09-29_15h45.11.041,WythoffsHumanExp,2023.1.3,None,
