,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,8,12,6.780400000003283,6.829209167000954,human,
1,2,-1,,1,,2,AI,8,12,6,10,,1.25,human,
2,2,-1,,1,,3,human,6,10,5,10,11.922836958001426,11.965807166001468,human,
3,2,-1,,1,,4,AI,5,10,2,10,,1.25,human,
4,2,-1,,1,,5,human,2,10,2,1,1.2997176659991965,1.3424472909973701,human,
5,2,-1,,1,,6,AI,2,1,1,0,,1.25,human,
6,2,-1,,1,,7,human,1,0,0,0,1.3322299159990507,1.3769647080043796,human,
7,2,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
8,2,-1,,2,,2,human,7,4,2,4,2.2749290830033715,2.318125083002087,AI,
9,2,-1,,2,,3,AI,2,4,2,1,,1.25,AI,
10,2,-1,,2,,4,human,2,1,1,1,0.9829366250050953,1.0268827920008334,AI,
11,2,-1,,2,,5,AI,1,1,0,0,,1.25,AI,
12,2,-1,,3,,1,human,4,10,4,9,9.862095750002482,9.909238000000187,human,
13,2,-1,,3,,2,AI,4,9,4,5,,1.25,human,
14,2,-1,,3,,3,human,4,5,3,5,5.066579458005435,5.1105752080038656,human,
15,2,-1,,3,,4,AI,3,5,3,2,,1.25,human,
16,2,-1,,3,,5,human,3,2,2,1,1.4499992080018274,1.4941292080038693,human,
17,2,-1,,3,,6,AI,2,1,0,1,,1.25,human,
18,2,-1,,3,,7,human,0,1,0,0,1.3051297909987625,1.3493918329986627,human,
19,2,1,,1,,1,AI,9,6,7,4,,1.25,AI,
20,2,1,,1,,2,human,7,4,4,1,0.95413712500158,0.9981785000054515,AI,
21,2,1,,1,,3,AI,4,1,2,1,,1.25,AI,
22,2,1,,1,,4,human,2,1,1,1,1.0121322499981034,1.0563382079999428,AI,
23,2,1,,1,,5,AI,1,1,0,0,,1.25,AI,
24,2,1,,2,,1,human,4,12,4,9,7.7966332500000135,7.841337042002124,human,
25,2,1,,2,,2,AI,4,9,0,5,,1.25,human,
26,2,1,,2,,3,human,0,5,0,0,1.5492020829988178,1.593463207995228,human,
27,2,2,dis,1,2,,,4,12,,,,1.5178691660039476,blink,blink
28,2,2,dis,2,1,,,9,6,,,,1.0052335840009619,no_blink,no_blink
29,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
30,2,3,,1,,2,human,8,8,0,0,2.332838082998933,2.3768147500013583,human,
31,2,3,,2,,1,human,3,12,3,6,9.12856537499465,9.172656665999966,human,
32,2,3,,2,,2,AI,3,6,1,4,,1.25,human,
33,2,3,,2,,3,human,1,4,1,2,1.0620314169937046,1.1091477089939872,human,
34,2,3,,2,,4,AI,1,2,0,1,,1.25,human,
35,2,3,,2,,5,human,0,1,0,0,1.8918532919997233,1.9359994999977062,human,
36,2,-4,euc,1,,1,human,14,3,8,3,3.9957542500051204,4.039946750002855,human,
37,2,-4,euc,1,,2,AI,8,3,5,3,,1.25,human,
38,2,-4,euc,1,,3,human,5,3,2,3,1.8166989589954028,1.8606560419939342,human,
39,2,-4,euc,1,,4,AI,2,3,2,1,,1.25,human,
40,2,-4,euc,1,,5,human,2,1,1,1,1.4710613329953048,1.5156145410001045,human,
41,2,-4,euc,1,,6,AI,1,1,1,0,,1.25,human,
42,2,-4,euc,1,,7,human,1,0,0,0,1.0888062499943771,1.1329760839944356,human,
43,2,-4,euc,2,,1,AI,10,11,10,1,,1.25,human,
44,2,-4,euc,2,,2,human,10,1,3,1,5.013275500001328,5.056844041995646,human,
45,2,-4,euc,2,,3,AI,3,1,2,1,,1.25,human,
46,2,-4,euc,2,,4,human,2,1,1,1,2.341681666999648,2.386029959001462,human,
47,2,-4,euc,2,,5,AI,1,1,0,1,,1.25,human,
48,2,-4,euc,2,,6,human,0,1,0,0,1.5299133749940665,1.5744240419953712,human,
49,2,-4,euc,3,,1,human,4,10,4,8,3.813701666003908,3.8577973330029636,AI,
50,2,-4,euc,3,,2,AI,4,8,4,4,,1.25,AI,
51,2,-4,euc,3,,3,human,4,4,4,2,1.5980025839962764,1.6426454589964123,AI,
52,2,-4,euc,3,,4,AI,4,2,2,2,,1.25,AI,
53,2,-4,euc,3,,5,human,2,2,1,2,1.2571078750042943,1.3016926249983953,AI,
54,2,-4,euc,3,,6,AI,1,2,1,1,,1.25,AI,
55,2,-4,euc,3,,7,human,1,1,1,0,1.7423900840003625,1.7874065419964609,AI,
56,2,-4,euc,3,,8,AI,1,0,0,0,,1.25,AI,
57,2,4,euc,1,,1,human,11,8,3,8,14.986985916999402,15.031400459003635,human,
58,2,4,euc,1,,2,AI,3,8,3,5,,1.25,human,
59,2,4,euc,1,,3,human,3,5,3,2,1.0090582919947337,1.0539593749999767,human,
60,2,4,euc,1,,4,AI,3,2,1,2,,1.25,human,
61,2,4,euc,1,,5,human,1,2,1,1,0.8091421249991981,0.8531334579965915,human,
62,2,4,euc,1,,6,AI,1,1,0,1,,1.25,human,
63,2,4,euc,1,,7,human,0,1,0,0,1.6141142919950653,1.6583651670007384,human,
64,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
65,2,4,euc,2,,2,human,4,1,3,1,7.436907499999506,7.482331209001131,human,
66,2,4,euc,2,,3,AI,3,1,0,1,,1.25,human,
67,2,4,euc,2,,4,human,0,1,0,0,1.800110959004087,1.8451879999993253,human,
