,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,0,3,1.3502460839990817,1.3941855000011856,human,
1,2,-1,,1,,2,AI,0,3,0,2,,1.25,human,
2,2,-1,,1,,3,human,0,2,0,0,0.8755715419974877,0.9208271249990503,human,
3,2,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
4,2,-1,,2,,2,human,7,4,3,0,1.4272305420017801,1.4711666670009436,AI,
5,2,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
6,2,-1,,3,,1,human,4,10,4,0,1.3785002500007977,1.4234556250012247,AI,
7,2,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
8,2,1,,1,,1,AI,9,6,7,4,,1.25,AI,
9,2,1,,1,,2,human,7,4,3,0,1.331698874997528,1.3764781659992877,AI,
10,2,1,,1,,3,AI,3,0,0,0,,1.25,AI,
11,2,1,,2,,1,human,4,12,4,0,1.0365188750001835,1.0821409999989555,AI,
12,2,1,,2,,2,AI,4,0,0,0,,1.25,AI,
13,2,2,dis,1,2,,,4,12,,,,0.8105627089971676,blink,blink
14,2,2,dis,2,1,,,9,6,,,,0.8140227500007313,no_blink,no_blink
15,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,2,3,,1,,2,human,8,8,0,0,1.0862480840005446,1.1310595420000027,human,
17,2,3,,2,,1,human,3,12,3,0,1.2367116249988612,1.2815161250000529,AI,
18,2,3,,2,,2,AI,3,0,0,0,,1.25,AI,
19,2,-4,euc,1,,1,human,14,3,2,3,1.0651144580006076,1.110023249999358,human,
20,2,-4,,1,,2,AI,2,3,2,1,,1.25,human,
21,2,-4,euc,1,,3,human,2,1,1,1,0.8779298340014066,0.9227437500012456,human,
22,2,-4,,1,,4,AI,1,1,1,0,,1.25,human,
23,2,-4,euc,1,,5,human,1,0,0,0,1.2726977500024077,1.3178244580012688,human,
24,2,-4,,2,,1,AI,10,11,10,1,,1.25,human,
25,2,-4,euc,2,,2,human,10,1,1,1,9.987325541998871,10.031860292001511,human,
26,2,-4,,2,,3,AI,1,1,1,0,,1.25,human,
27,2,-4,euc,2,,4,human,1,0,0,0,1.1697944999978063,1.2148372079973342,human,
28,2,-4,euc,3,,1,human,4,10,4,0,49.61128245799773,49.65610587499759,human,
29,2,-4,,3,,2,AI,4,0,3,0,,1.25,human,
30,2,-4,euc,3,,3,human,3,0,0,0,3.500364667001122,3.5451096249998955,human,
31,2,4,euc,1,,1,human,11,8,3,8,9.529129540998838,9.574567374998878,AI,
32,2,4,euc,1,,2,AI,3,8,3,2,,1.25,AI,
33,2,4,euc,1,,3,human,3,2,1,2,3.4750228749981034,3.520202166000672,AI,
34,2,4,euc,1,,4,AI,1,2,1,1,,1.25,AI,
35,2,4,euc,1,,5,human,1,1,1,0,1.1392261670007429,1.1845551670012355,AI,
36,2,4,euc,1,,6,AI,1,0,0,0,,1.25,AI,
37,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
38,2,4,euc,2,,2,human,4,1,1,1,3.4295382500022242,3.475098667000566,human,
39,2,4,euc,2,,3,AI,1,1,1,0,,1.25,human,
40,2,4,euc,2,,4,human,1,0,0,0,2.9760051669982204,3.0208698339993134,human,
