,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,0,3,1.4768762920011795,1.5282024170010118,AI,
1,2,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,2,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
3,2,-1,,2,,2,human,7,4,3,0,3.097200750000411,3.1408373750000464,AI,
4,2,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
5,2,-1,,3,,1,human,4,10,4,0,1.3983795830008603,1.4436008330012555,human,
6,2,-1,,3,,2,AI,4,0,3,0,,1.25,human,
7,2,-1,,3,,3,human,3,0,0,0,1.5590034169999853,1.6040045000008831,human,
8,2,1,,1,,1,AI,9,6,7,4,,1.25,human,
9,2,1,,1,,2,human,7,4,0,4,1.051249915999506,1.0952562910006236,human,
10,2,1,,1,,3,AI,0,4,0,1,,1.25,human,
11,2,1,,1,,4,human,0,1,0,0,1.248850083000434,1.2932866669998475,human,
12,2,1,,2,,1,human,4,12,4,0,1.1982224580006005,1.2431525829997554,AI,
13,2,1,,2,,2,AI,4,0,0,0,,1.25,AI,
14,2,2,dis,1,2,,,4,12,,,,5.845888083000318,no_blink,blink
15,2,2,dis,2,1,,,9,6,,,,0.8771530409994739,no_blink,no_blink
16,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
17,2,3,,1,,2,human,8,8,0,0,1.2525259590001951,1.297060541999599,human,
18,2,3,,2,,1,human,3,12,3,0,5.038701499999661,5.0840343330000906,AI,
19,2,3,,2,,2,AI,3,0,0,0,,1.25,AI,
20,2,4,euc,1,,1,human,11,8,3,8,16.25575070800005,16.30013491600039,AI,
21,2,4,euc,1,,2,AI,3,8,3,2,,1.25,AI,
22,2,4,euc,1,,3,human,3,2,1,2,4.051172583000152,4.095335707999766,AI,
23,2,4,euc,1,,4,AI,1,2,1,1,,1.25,AI,
24,2,4,euc,1,,5,human,1,1,1,0,1.1620047919986973,1.2071036249999452,AI,
25,2,4,euc,1,,6,AI,1,0,0,0,,1.25,AI,
26,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
27,2,4,euc,2,,2,human,4,1,1,1,1.8618985840003006,1.9069790419998753,human,
28,2,4,euc,2,,3,AI,1,1,0,1,,1.25,human,
29,2,4,euc,2,,4,human,0,1,0,0,1.054150625001057,1.0988860830002523,human,
