,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,001,-1,,1,,1,human,9,12,0,3,1.4623075410000013,1.5126809159999937,AI,
1,001,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,001,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
3,001,-1,,2,,2,human,7,4,3,0,1.9951623329999961,2.039823124999998,AI,
4,001,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
5,001,-1,,3,,1,human,4,10,4,0,1.0153444999999977,1.0599650839999981,AI,
6,001,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
7,001,1,,1,,1,AI,9,6,7,4,,1.25,human,
8,001,1,,1,,2,human,7,4,3,0,1.0684855410000011,1.1132118330000083,human,
9,001,1,,1,,3,AI,3,0,2,0,,1.25,human,
10,001,1,,1,,4,human,2,0,0,0,1.4575365830000067,1.5027070830000184,human,
11,001,1,,2,,1,human,4,12,4,0,1.0374543750000385,1.082771292000018,AI,
12,001,1,,2,,2,AI,4,0,0,0,,1.25,AI,
13,001,2,rep,1,2,,,4,12,,,,1.893857416000003,AI,AI
14,001,2,rep,2,1,,,9,6,,,,0.7675010840000027,human,human
15,001,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,001,3,,1,,2,human,8,8,0,0,2.060877290999997,2.1059892499999933,human,
17,001,3,,2,,1,human,3,12,3,0,1.955178458999967,2.0004191250000076,human,
18,001,3,,2,,2,AI,3,0,1,0,,1.25,human,
19,001,3,,2,,3,human,1,0,0,0,1.5214579999999955,1.566293083000005,human,
20,001,4,nim,1,,1,AI,2,10,1,10,,1.25,AI,
21,001,4,nim,1,,2,human,1,10,1,0,2.349927958999956,2.394745499999999,AI,
22,001,4,nim,1,,3,AI,1,0,0,0,,1.25,AI,
23,001,4,nim,2,,1,human,7,11,7,0,5.056679833000032,5.101121166000041,AI,
24,001,4,nim,2,,2,AI,7,0,0,0,,1.25,AI,
