,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,001,0,,1,,1,human,2,14,2,0,1.1092171250056708,1.1555758330068784,AI,
1,001,0,,1,,2,AI,2,0,0,0,,1.25,AI,
2,001,0,,2,,1,AI,10,14,10,6,,1.25,AI,
3,001,0,,2,,2,human,10,6,0,6,52.23539529100526,52.280158958004904,AI,
4,001,0,,2,,3,AI,0,6,0,0,,1.25,AI,
5,001,0,,3,,1,human,14,10,4,0,3.4744633749942295,3.5193858749989886,AI,
6,001,0,,3,,2,AI,4,0,0,0,,1.25,AI,
7,001,1,,1,,1,AI,0,3,0,0,,1.25,AI,
8,001,1,,2,,1,human,2,4,0,2,1.3065675419929903,1.3507635419955477,AI,
9,001,1,,2,,2,AI,0,2,0,0,,1.25,AI,
10,001,2,mem,1,2,,,2,4,,,,0.7931928330071969,,human
11,001,2,mem,2,1,,,0,3,,,,0.6195967920066323,,human
12,001,3,,1,,1,AI,8,14,0,6,,1.25,human,
13,001,3,,1,,2,human,0,6,0,0,1.1604477500077337,1.2051623330044094,human,
14,001,3,,2,,1,human,14,14,0,0,1.1170180420012912,1.161064208004973,human,
15,001,4,nim,1,,1,human,10,12,10,10,5.259041541008628,5.3034541250090115,AI,
16,001,4,,1,,2,AI,10,10,9,10,,1.25,AI,
17,001,4,nim,1,,3,human,9,10,9,9,2.1131375419936376,2.157691792002879,AI,
18,001,4,,1,,4,AI,9,9,4,9,,1.25,AI,
19,001,4,nim,1,,5,human,4,9,4,8,1.6373606659908546,1.6817563749937108,AI,
20,001,4,,1,,6,AI,4,8,4,4,,1.25,AI,
21,001,4,nim,1,,7,human,4,4,4,3,1.1579344170022523,1.2025770000036573,AI,
22,001,4,,1,,8,AI,4,3,3,3,,1.25,AI,
23,001,4,nim,1,,9,human,3,3,3,2,0.8213249580003321,0.8659668750042329,AI,
24,001,4,,1,,10,AI,3,2,0,2,,1.25,AI,
25,001,4,nim,1,,11,human,0,2,0,1,2.266452958006994,2.3112361660023453,AI,
26,001,4,,1,,12,AI,0,1,0,0,,1.25,AI,
27,001,4,,2,,1,AI,8,13,8,2,,1.25,AI,
28,001,4,nim,2,,2,human,8,2,3,2,4.150484666999546,4.195290791991283,AI,
29,001,4,,2,,3,AI,3,2,2,2,,1.25,AI,
30,001,4,nim,2,,4,human,2,2,1,2,1.398889167001471,1.4436834590014769,AI,
31,001,4,,2,,5,AI,1,2,1,1,,1.25,AI,
32,001,4,nim,2,,6,human,1,1,1,0,2.1191363749967422,2.1644199169968488,AI,
33,001,4,,2,,7,AI,1,0,0,0,,1.25,AI,
