,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,0,3,1.5231951249879785,1.5657477090135217,AI,
1,2,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,2,-1,,2,,1,AI,12,9,7,4,,1.25,human,
3,2,-1,,2,,2,human,7,4,3,0,3.0952383750118315,3.139735375007149,human,
4,2,-1,,2,,3,AI,3,0,1,0,,1.25,human,
5,2,-1,,2,,4,human,1,0,0,0,1.4396885410533287,1.4841222910326906,human,
6,2,-1,,3,,1,human,4,10,4,0,1.2591338329948485,1.3033178329933435,AI,
7,2,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
8,2,1,,1,,1,AI,9,6,7,4,,1.25,AI,
9,2,1,,1,,2,human,7,4,0,4,1.6418451250065118,1.6866436660056934,AI,
10,2,1,,1,,3,AI,0,4,0,0,,1.25,AI,
11,2,1,,2,,1,human,4,12,4,0,2.844991000019945,2.8899756250320934,human,
12,2,1,,2,,2,AI,4,0,3,0,,1.25,human,
13,2,1,,2,,3,human,3,0,0,0,0.9740223749540746,1.0189564999891445,human,
14,2,2,img,2,2,,,4,12,,,,0.729326791013591,,human
15,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,2,3,,1,,2,human,8,8,0,0,1.7397109579760581,1.7851074999780394,human,
17,2,3,,2,,1,human,3,12,3,0,1.6460041670361534,1.6905057090334594,human,
18,2,3,,2,,2,AI,3,0,2,0,,1.25,human,
19,2,3,,2,,3,human,2,0,0,0,1.2115053329616785,1.2565108750131913,human,
20,2,4,euc,1,,1,human,11,8,3,8,20.379505417018663,20.423855209024623,human,
21,2,4,euc,1,,2,AI,3,8,3,5,,1.25,human,
22,2,4,euc,1,,3,human,3,5,3,2,6.41906949999975,6.4636249159812,human,
23,2,4,euc,1,,4,AI,3,2,1,2,,1.25,human,
24,2,4,euc,1,,5,human,1,2,1,1,11.431501833023503,11.47627162502613,human,
25,2,4,euc,1,,6,AI,1,1,0,1,,1.25,human,
26,2,4,euc,1,,7,human,0,1,0,0,2.1478839999763295,2.1927653329912573,human,
27,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
28,2,4,euc,2,,2,human,4,1,1,1,3.531715290970169,3.5768021660041995,human,
29,2,4,euc,2,,3,AI,1,1,1,0,,1.25,human,
30,2,4,euc,2,,4,human,1,0,0,0,2.125938875018619,2.1751365829841234,human,
