,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,0,3,17.49134233299992,17.538216249995457,AI,
1,2,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,2,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
3,2,-1,,2,,2,human,7,4,3,0,1.1037246659980156,1.1474833749962272,AI,
4,2,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
5,2,-1,,3,,1,human,4,10,4,0,1.0346816670062253,1.0793413750070613,human,
6,2,-1,,3,,2,AI,4,0,3,0,,1.25,human,
7,2,-1,,3,,3,human,3,0,0,0,0.9428748749996885,0.9876748749957187,human,
8,2,1,,1,,1,AI,9,6,7,4,,1.25,AI,
9,2,1,,1,,2,human,7,4,3,0,1.0413322919994243,1.0860140000004321,AI,
10,2,1,,1,,3,AI,3,0,0,0,,1.25,AI,
11,2,1,,2,,1,human,4,12,4,0,1.139710458999616,1.1850842499989085,AI,
12,2,1,,2,,2,AI,4,0,0,0,,1.25,AI,
13,2,2,dis,1,2,,,4,12,,,,1.0508787079961621,blink,blink
14,2,2,dis,2,1,,,9,6,,,,0.6520966250027413,no_blink,no_blink
15,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,2,3,,1,,2,human,8,8,0,0,1.0383700410020538,1.0827852079964941,human,
17,2,3,,2,,1,human,3,12,3,0,1.0352136660003453,1.0801103749981849,AI,
18,2,3,,2,,2,AI,3,0,0,0,,1.25,AI,
19,2,-4,euc,1,,1,human,14,3,2,3,1.370192207999935,1.4156892500031972,human,
20,2,-4,euc,1,,2,AI,2,3,2,1,,1.25,human,
21,2,-4,euc,1,,3,human,2,1,1,1,1.0682968750043074,1.1133485000027576,human,
22,2,-4,euc,1,,4,AI,1,1,1,0,,1.25,human,
23,2,-4,euc,1,,5,human,1,0,0,0,1.0300437920013792,1.0754133329974138,human,
24,2,-4,euc,2,,1,AI,10,11,10,1,,1.25,human,
25,2,-4,euc,2,,2,human,10,1,1,1,2.813215375004802,2.8579282499995315,human,
26,2,-4,euc,2,,3,AI,1,1,1,0,,1.25,human,
27,2,-4,euc,2,,4,human,1,0,0,0,1.3581853750001756,1.4030356250004843,human,
28,2,-4,euc,3,,1,human,4,10,4,3,2.313150499998301,2.357912249994115,human,
29,2,-4,euc,3,,2,AI,4,3,1,3,,1.25,human,
30,2,-4,euc,3,,3,human,1,3,1,1,1.2884215829981258,1.3332056250001187,human,
31,2,-4,euc,3,,4,AI,1,1,1,0,,1.25,human,
32,2,-4,euc,3,,5,human,1,0,0,0,1.1373105839957134,1.182971333997557,human,
33,2,4,euc,1,,1,human,11,8,3,8,6.24563366700022,6.290097333003359,AI,
34,2,4,euc,1,,2,AI,3,8,3,2,,1.25,AI,
35,2,4,euc,1,,3,human,3,2,1,2,2.5456112079991726,2.5912173750039074,AI,
36,2,4,euc,1,,4,AI,1,2,1,1,,1.25,AI,
37,2,4,euc,1,,5,human,1,1,1,0,1.1435469999996712,1.1889175409960444,AI,
38,2,4,euc,1,,6,AI,1,0,0,0,,1.25,AI,
39,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
40,2,4,euc,2,,2,human,4,1,1,1,0.962569583003642,1.008228708000388,human,
41,2,4,euc,2,,3,AI,1,1,1,0,,1.25,human,
42,2,4,euc,2,,4,human,1,0,0,0,1.087772708000557,1.1330327920004493,human,
