,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,001,-1,,1,,1,human,9,12,0,3,0.8874124159992789,0.9315958330007561,AI,
1,001,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,001,-1,,2,,1,AI,12,9,7,4,,1.25,human,
3,001,-1,,2,,2,human,7,4,3,0,1.524032541001361,1.5678882080028416,human,
4,001,-1,,2,,3,AI,3,0,2,0,,1.25,human,
5,001,-1,,2,,4,human,2,0,0,0,1.0157432909982163,1.0600847079986124,human,
6,001,-1,,3,,1,human,4,10,4,0,1.2264894580002874,1.2715396659987164,AI,
7,001,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
8,001,1,,1,,1,AI,9,6,7,4,,1.25,AI,
9,001,1,,1,,2,human,7,4,3,0,0.8410357079992536,0.8855201669975941,AI,
10,001,1,,1,,3,AI,3,0,0,0,,1.25,AI,
11,001,1,,2,,1,human,4,12,4,0,1.805314625002211,1.8506425000014133,AI,
12,001,1,,2,,2,AI,4,0,0,0,,1.25,AI,
13,001,2,rep,1,2,,,4,12,,,,6.444154875000095,AI,human
14,001,2,rep,2,1,,,9,6,,,,0.7350399169990851,AI,AI
15,001,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,001,3,,1,,2,human,8,8,0,0,3.756562041999132,3.8015727079982753,human,
17,001,3,,2,,1,human,3,12,3,0,5.821523124999658,5.866158041000745,AI,
18,001,3,,2,,2,AI,3,0,0,0,,1.25,AI,
19,001,-4,nim,1,,1,human,2,6,2,0,4.269275583999843,4.313573584000551,AI,
20,001,-4,,1,,2,AI,2,0,0,0,,1.25,AI,
21,001,-4,,2,,1,AI,2,8,2,2,,1.25,AI,
22,001,-4,nim,2,,2,human,2,2,2,1,1.1600313339986315,1.2050913339990075,AI,
23,001,-4,,2,,3,AI,2,1,1,1,,1.25,AI,
24,001,-4,nim,2,,4,human,1,1,1,0,1.7884283749990573,1.83271650000097,AI,
25,001,-4,,2,,5,AI,1,0,0,0,,1.25,AI,
26,001,-4,nim,3,,1,human,4,13,4,4,2.334789250002359,2.3790624590001244,human,
27,001,-4,,3,,2,AI,4,4,4,1,,1.25,human,
28,001,-4,nim,3,,3,human,4,1,1,1,1.0357027089994517,1.0797452500009967,human,
29,001,-4,,3,,4,AI,1,1,1,0,,1.25,human,
30,001,-4,nim,3,,5,human,1,0,0,0,1.14554520800084,1.1899641250020068,human,
31,001,4,nim,1,,1,AI,2,10,1,10,,1.25,human,
32,001,4,nim,1,,2,human,1,10,1,1,0.8404107919996022,0.8856789999990724,human,
33,001,4,nim,1,,3,AI,1,1,0,1,,1.25,human,
34,001,4,nim,1,,4,human,0,1,0,0,1.0817784999999276,1.127033750002738,human,
35,001,4,nim,2,,1,human,7,11,7,0,2.666534040999977,2.7117215000034776,AI,
36,001,4,nim,2,,2,AI,7,0,0,0,,1.25,AI,
