,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,001,-1,,1,,1,human,9,12,0,3,1.1167201670468785,1.1673914580023848,AI,
1,001,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,001,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
3,001,-1,,2,,2,human,7,4,3,0,1.9910862920223735,2.034768624987919,AI,
4,001,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
5,001,-1,,3,,1,human,4,10,4,0,1.888168208010029,1.934373666997999,AI,
6,001,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
7,001,1,,1,,1,AI,9,6,7,4,,1.25,AI,
8,001,1,,1,,2,human,7,4,3,0,1.2680277089821175,1.312788583978545,AI,
9,001,1,,1,,3,AI,3,0,0,0,,1.25,AI,
10,001,1,,2,,1,human,4,12,4,0,1.9860380830359645,2.031005875032861,AI,
11,001,1,,2,,2,AI,4,0,0,0,,1.25,AI,
12,001,2,mem,1,2,,,4,12,,,,4.139719583035912,,AI
13,001,2,mem,2,1,,,9,6,,,,0.8412062500137836,,AI
14,001,3,,1,,1,AI,11,8,8,8,,1.25,human,
15,001,3,,1,,2,human,8,8,0,0,1.7084136250196025,1.7530067500192672,human,
16,001,3,,2,,1,human,3,12,3,0,1.0642155419918709,1.1094982079812326,AI,
17,001,3,,2,,2,AI,3,0,0,0,,1.25,AI,
18,001,4,nim,1,,1,AI,2,10,1,10,,1.25,AI,
19,001,4,nim,1,,2,human,1,10,1,0,1.0113585829967633,1.0560190409887582,AI,
20,001,4,nim,1,,3,AI,1,0,0,0,,1.25,AI,
21,001,4,nim,2,,1,human,7,11,7,0,0.8166602079872973,0.8612667499692179,AI,
22,001,4,nim,2,,2,AI,7,0,0,0,,1.25,AI,
