,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,002,-1,,1,,1,human,9,12,0,3,1.2565932500001509,1.3053179580019787,AI,
1,002,-1,,1,,2,AI,0,3,0,0,,1.25,AI,
2,002,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
3,002,-1,,2,,2,human,7,4,3,0,1.6786452080013987,1.7221749580021424,AI,
4,002,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
5,002,-1,,3,,1,human,4,10,4,0,2.400626791000832,2.446104665999883,AI,
6,002,-1,,3,,2,AI,4,0,0,0,,1.25,AI,
7,002,1,,1,,1,AI,9,6,7,4,,1.25,human,
8,002,1,,1,,2,human,7,4,0,4,1.431195666998974,1.4754842500005907,human,
9,002,1,,1,,3,AI,0,4,0,1,,1.25,human,
10,002,1,,1,,4,human,0,1,0,0,17.01004683300198,17.055811291000282,human,
11,002,1,,2,,1,human,4,12,4,0,2.967638040998281,3.0121120829971915,AI,
12,002,1,,2,,2,AI,4,0,0,0,,1.25,AI,
13,002,2,dis,1,2,,,4,12,,,,0.6785724580004171,no_blink,blink
14,002,2,dis,2,1,,,9,6,,,,1.2256417499993404,no_blink,blink
15,002,3,,1,,1,AI,11,8,8,8,,1.25,human,
16,002,3,,1,,2,human,8,8,0,0,1.2316982499978621,1.2770115419989452,human,
17,002,3,,2,,1,human,3,12,3,0,1.6637814169989724,1.7092602089978755,AI,
18,002,3,,2,,2,AI,3,0,0,0,,1.25,AI,
19,002,-4,euc,1,,1,human,14,3,5,3,8.783277250000538,8.827442249999876,AI,
20,002,-4,,1,,2,AI,5,3,4,2,,1.25,AI,
21,002,-4,euc,1,,3,human,4,2,2,2,32.83789762499873,32.882428542001435,AI,
22,002,-4,,1,,4,AI,2,2,0,0,,1.25,AI,
23,002,-4,,2,,1,AI,10,11,10,1,,1.25,AI,
24,002,-4,euc,2,,2,human,10,1,1,1,6.100318707998667,6.144809624998743,AI,
25,002,-4,,2,,3,AI,1,1,0,0,,1.25,AI,
26,002,-4,euc,3,,1,human,4,10,4,0,12.636877334000019,12.68226020899965,AI,
27,002,-4,,3,,2,AI,4,0,0,0,,1.25,AI,
28,002,4,euc,1,,1,human,11,8,3,8,14.342805500000395,14.387834000001021,human,
29,002,4,euc,1,,2,AI,3,8,3,5,,1.25,human,
30,002,4,euc,1,,3,human,3,5,3,2,3.2755121250011143,3.320779333000246,human,
31,002,4,euc,1,,4,AI,3,2,1,2,,1.25,human,
32,002,4,euc,1,,5,human,1,2,1,1,2.3893896249974205,2.434457374998601,human,
33,002,4,euc,1,,6,AI,1,1,1,0,,1.25,human,
34,002,4,euc,1,,7,human,1,0,0,0,1.6236118750020978,1.6680461250034568,human,
35,002,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
36,002,4,euc,2,,2,human,4,1,1,1,1.4836525000027905,1.5282545840018429,human,
37,002,4,euc,2,,3,AI,1,1,0,1,,1.25,human,
38,002,4,euc,2,,4,human,0,1,0,0,1.043552125000133,1.0884381249998114,human,
