,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,0,0,,1,,1,human,9,0,0,0,1.0141720000101486,1.059887958006584,human,
1,0,0,,2,,1,AI,5,1,2,1,,1.25,AI,
2,0,0,,2,,2,human,2,1,0,1,0.869372041997849,0.9135059999971418,AI,
3,0,0,,2,,3,AI,0,1,0,0,,1.25,AI,
4,0,0,,3,,1,human,0,12,0,0,1.299215874998481,1.3435690409969538,human,
5,0,1,,1,,1,human,10,12,0,2,1.2049723329982953,1.2496742499934044,AI,
6,0,1,,1,,2,AI,0,2,0,0,,1.25,AI,
7,0,1,,2,,1,AI,14,6,11,3,,1.25,AI,
8,0,1,,2,,2,human,11,3,0,3,0.9596437919972232,1.0041432500001974,AI,
9,0,1,,2,,3,AI,0,3,0,0,,1.25,AI,
10,0,2,img,1,1,,,10,12,,,,2.813925249996828,,human
11,0,2,img,2,2,,,14,6,,,,0.7950925000041025,,human
12,0,3,,1,,1,AI,0,14,0,1,,1.25,human,
13,0,3,,1,,2,human,0,1,0,0,1.2534294580109417,1.2977963330049533,human,
14,0,3,,2,,1,human,4,8,0,4,1.112379833997693,1.1570428749982966,human,
15,0,3,,2,,2,AI,0,4,0,3,,1.25,human,
16,0,3,,2,,3,human,0,3,0,0,0.9204861670004902,0.9650997090066085,human,
17,0,4,euc,1,,1,AI,14,9,5,9,,1.25,human,
18,0,4,euc,1,,2,human,5,9,5,4,27.309516084002098,27.35389029199723,human,
19,0,4,euc,1,,3,AI,5,4,1,4,,1.25,human,
20,0,4,euc,1,,4,human,1,4,1,3,22.834833208005875,22.878738125000382,human,
21,0,4,euc,1,,5,AI,1,3,1,2,,1.25,human,
22,0,4,euc,1,,6,human,1,2,1,1,16.1392427910032,16.18358124999213,human,
23,0,4,euc,1,,7,AI,1,1,1,0,,1.25,human,
24,0,4,euc,1,,8,human,1,0,0,0,1.2621898749930551,1.3067491669935407,human,
25,0,4,euc,2,,1,human,0,8,0,7,4.723735916995793,4.767872582990094,AI,
26,0,4,euc,2,,2,AI,0,7,0,0,,1.25,AI,
