,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,2,-1,,1,,1,human,9,12,0,3,1.4703035830025328,1.5182230419886764,human,
1,2,-1,,1,,2,AI,0,3,0,1,,1.25,human,
2,2,-1,,1,,3,human,0,1,0,0,6.568768375000218,6.612882166999043,human,
3,2,-1,,2,,1,AI,12,9,7,4,,1.25,AI,
4,2,-1,,2,,2,human,7,4,3,0,8.903339917000267,8.947401208002702,AI,
5,2,-1,,2,,3,AI,3,0,0,0,,1.25,AI,
6,2,-1,,3,,1,human,4,10,4,0,2.4001360000111163,2.4456735420098994,human,
7,2,-1,,3,,2,AI,4,0,3,0,,1.25,human,
8,2,-1,,3,,3,human,3,0,0,0,22.635197584007983,22.679252625006484,human,
9,2,1,,1,,1,AI,9,6,7,4,,1.25,AI,
10,2,1,,1,,2,human,7,4,3,0,1.6938050000026124,1.7382635829999344,AI,
11,2,1,,1,,3,AI,3,0,0,0,,1.25,AI,
12,2,1,,2,,1,human,4,12,4,0,1.647351499996148,1.6924526670045452,human,
13,2,1,,2,,2,AI,4,0,2,0,,1.25,human,
14,2,1,,2,,3,human,2,0,0,0,2.4700401250011055,2.5141377079999074,human,
15,2,2,dis,1,2,,,4,12,,,,3.7459769999986747,blink,blink
16,2,2,dis,2,1,,,9,6,,,,0.8446143749897601,no_blink,no_blink
17,2,3,,1,,1,AI,11,8,8,8,,1.25,human,
18,2,3,,1,,2,human,8,8,0,0,1.1394227919954574,1.1833394999994198,human,
19,2,3,,2,,1,human,3,12,3,0,1.0993266670120647,1.143241042009322,AI,
20,2,3,,2,,2,AI,3,0,0,0,,1.25,AI,
21,2,-4,euc,1,,1,human,14,3,2,3,98.42835437499161,98.4722711249924,human,
22,2,-4,euc,1,,2,AI,2,3,2,1,,1.25,human,
23,2,-4,euc,1,,3,human,2,1,1,1,19.10380533299758,19.148040957996272,human,
24,2,-4,euc,1,,4,AI,1,1,0,1,,1.25,human,
25,2,-4,euc,1,,5,human,0,1,0,0,1.2374594169959892,1.282019999998738,human,
26,2,-4,euc,2,,1,AI,10,11,10,1,,1.25,human,
27,2,-4,euc,2,,2,human,10,1,1,1,3.419274416999542,3.462534207996214,human,
28,2,-4,euc,2,,3,AI,1,1,1,0,,1.25,human,
29,2,-4,euc,2,,4,human,1,0,0,0,4.461910957994405,4.506590792007046,human,
30,2,-4,euc,3,,1,human,4,10,4,9,20.334759082994424,20.378603958000895,human,
31,2,-4,euc,3,,2,AI,4,9,4,5,,1.25,human,
32,2,-4,euc,3,,3,human,4,5,3,5,55.27309362500091,55.31735120899975,human,
33,2,-4,euc,3,,4,AI,3,5,3,2,,1.25,human,
34,2,-4,euc,3,,5,human,3,2,3,1,7.2770753749937285,7.321628999998211,human,
35,2,-4,euc,3,,6,AI,3,1,0,1,,1.25,human,
36,2,-4,euc,3,,7,human,0,1,0,0,2.5275823330011917,2.5725211250100983,human,
37,2,4,euc,1,,1,human,11,8,3,8,35.63381570800266,35.67945399999735,human,
38,2,4,euc,1,,2,AI,3,8,3,5,,1.25,human,
39,2,4,euc,1,,3,human,3,5,3,2,26.53446850000182,26.579137458000332,human,
40,2,4,euc,1,,4,AI,3,2,1,2,,1.25,human,
41,2,4,euc,1,,5,human,1,2,1,1,9.743564582997351,9.787962207992678,human,
42,2,4,euc,1,,6,AI,1,1,0,1,,1.25,human,
43,2,4,euc,1,,7,human,0,1,0,0,1.4358071249880595,1.4799922499951208,human,
44,2,4,euc,2,,1,AI,4,9,4,1,,1.25,human,
45,2,4,euc,2,,2,human,4,1,1,1,3.435376041001291,3.479714957997203,human,
46,2,4,euc,2,,3,AI,1,1,1,0,,1.25,human,
47,2,4,euc,2,,4,human,1,0,0,0,1.0064042500016512,1.0518493749987101,human,
