,session,section,type,game,ref_game,move_num,player,start_row,start_col,end_row,end_col,RT,DT,winner,chosen_winner
0,00,0,,1,,1,human,13,14,0,1,3.4172771250014193,3.4729420829971787,AI,
1,00,0,,1,,2,AI,0,1,0,0,,1.25,AI,
2,00,0,,2,,1,AI,10,4,8,4,,1.25,human,
3,00,0,,2,,2,human,8,4,5,1,6.566161125010694,6.612422500009416,human,
4,00,0,,2,,3,AI,5,1,4,0,,1.25,human,
5,00,0,,2,,4,human,4,0,0,0,1.6969336670008488,1.7414555420109536,human,
6,00,0,,3,,1,human,6,10,2,6,1.8028987079887884,1.8471698749926873,human,
7,00,0,,3,,2,AI,2,6,2,5,,1.25,human,
8,00,0,,3,,3,human,2,5,1,4,6.399568292006734,6.443006209010491,human,
9,00,0,,3,,4,AI,1,4,1,1,,1.25,human,
10,00,0,,3,,5,human,1,1,0,0,1.175757707998855,1.219344999990426,human,
11,00,1,,1,,1,human,13,0,7,0,15.750739249997423,15.794388624999556,human,
12,00,1,,1,,2,AI,7,0,2,0,,1.25,human,
13,00,1,,1,,3,human,2,0,0,0,1.9508992079936434,1.9945447920035804,human,
14,00,1,,2,,1,human,2,11,1,10,1.9981541670131264,2.042219417009619,AI,
15,00,1,,2,,2,AI,1,10,1,2,,1.25,AI,
16,00,1,,2,,3,human,1,2,0,2,13.616134458992747,13.661439333998715,AI,
17,00,1,,2,,4,AI,0,2,0,0,,1.25,AI,
18,00,1,,3,,1,AI,8,8,0,0,,1.25,AI,
19,00,1,,4,,1,AI,13,14,2,14,,1.25,human,
20,00,1,,4,,2,human,2,14,2,4,6.620800958000473,6.664535125004477,human,
21,00,1,,4,,3,AI,2,4,1,4,,1.25,human,
22,00,1,,4,,4,human,1,4,1,2,4.87521062498854,4.920114249995095,human,
23,00,1,,4,,5,AI,1,2,1,1,,1.25,human,
24,00,1,,4,,6,human,1,1,0,0,2.0071653749910183,2.0509745000017574,human,
25,00,1,,5,,1,AI,5,11,5,1,,1.25,human,
26,00,1,,5,,2,human,5,1,2,1,5.941173625004012,5.985073374991771,human,
27,00,1,,5,,3,AI,2,1,1,1,,1.25,human,
28,00,1,,5,,4,human,1,1,0,0,1.4210822499881033,1.4649854999879608,human,
29,00,1,,6,,1,AI,12,13,8,13,,1.25,human,
30,00,1,,6,,2,human,8,13,8,1,5.525684624997666,5.569067707998329,human,
31,00,1,,6,,3,AI,8,1,7,0,,1.25,human,
32,00,1,,6,,4,human,7,0,0,0,1.416926332996809,1.460308082998381,human,
33,00,1,,7,,1,AI,7,5,6,5,,1.25,AI,
34,00,1,,7,,2,human,6,5,6,1,6.242740041008801,6.286615832999814,AI,
35,00,1,,7,,3,AI,6,1,2,1,,1.25,AI,
36,00,1,,7,,4,human,2,1,1,0,7.920590291003464,7.9646041660016635,AI,
37,00,1,,7,,5,AI,1,0,0,0,,1.25,AI,
38,00,1,,8,,1,human,5,11,5,4,5.3815708339971025,5.426312042007339,human,
39,00,1,,8,,2,AI,5,4,1,4,,1.25,human,
40,00,1,,8,,3,human,1,4,1,3,4.240474958991399,4.2840736669895705,human,
41,00,1,,8,,4,AI,1,3,0,2,,1.25,human,
42,00,1,,8,,5,human,0,2,0,0,1.854291292009293,1.898207292004372,human,
43,00,1,,9,,1,AI,4,5,3,5,,1.25,human,
44,00,1,,9,,2,human,3,5,1,3,5.280807625007583,5.324451666005189,human,
45,00,1,,9,,3,AI,1,3,1,0,,1.25,human,
46,00,1,,9,,4,human,1,0,0,0,1.6842105830000946,1.7279552499967394,human,
47,00,1,,10,,1,human,10,13,1,4,8.785365375006222,8.828842250004527,AI,
48,00,1,,10,,2,AI,1,4,1,2,,1.25,AI,
49,00,1,,10,,3,human,1,2,0,2,6.22498137500952,6.2685037500050385,AI,
50,00,1,,10,,4,AI,0,2,0,0,,1.25,AI,
51,00,1,,11,,1,AI,10,11,1,2,,1.25,AI,
52,00,1,,11,,2,human,1,2,1,0,15.277147375003551,15.321009457999025,AI,
53,00,1,,11,,3,AI,1,0,0,0,,1.25,AI,
54,00,1,,12,,1,AI,4,3,3,3,,1.25,human,
55,00,1,,12,,2,human,3,3,0,0,1.3829225829977077,1.426458249989082,human,
56,00,1,,13,,1,human,0,2,0,0,1.0320769579993794,1.0756125419866294,human,
57,00,1,,14,,1,AI,11,8,7,4,,1.25,AI,
58,00,1,,14,,2,human,7,4,5,2,4.613538125006016,4.657137000001967,AI,
59,00,1,,14,,3,AI,5,2,1,2,,1.25,AI,
60,00,1,,14,,4,human,1,2,1,1,10.349079374995199,10.393265374994371,AI,
61,00,1,,14,,5,AI,1,1,0,0,,1.25,AI,
62,00,1,,15,,1,human,14,8,7,1,8.961777290998725,9.006133707996923,human,
63,00,1,,15,,2,AI,7,1,4,1,,1.25,human,
64,00,1,,15,,3,human,4,1,3,1,6.731389124994166,6.77562666599988,human,
65,00,1,,15,,4,AI,3,1,1,1,,1.25,human,
66,00,1,,15,,5,human,1,1,0,0,1.785991833996377,1.8296913749945816,human,
67,00,1,,16,,1,human,2,13,2,5,5.249188042012975,5.292854292012635,human,
68,00,1,,16,,2,AI,2,5,2,2,,1.25,human,
69,00,1,,16,,3,human,2,2,0,0,2.3711354160041083,2.4155332500085933,human,
70,00,1,,17,,1,AI,5,13,0,13,,1.25,human,
71,00,1,,17,,2,human,0,13,0,0,2.149271249989397,2.1934258339897497,human,
72,00,1,,18,,1,human,3,10,3,5,6.256642041989835,6.300561291995109,human,
